,record_id,gene_id,gene_name
0,m54313U_201123_144913/2109/ccs,ENSMUSG00000049252,Lrp1b
1,m54313U_201123_144913/2114/ccs,NA,NA
2,m54313U_201123_144913/131144/ccs,ENSMUSG00000018238,Gdf9
3,m54313U_201123_144913/132626/ccs,ENSMUSG00000029475,Kdm2b
4,m54313U_201123_144913/133854/ccs,ENSMUSG00000032346,Ooep
5,m54313U_201123_144913/197119/ccs,ENSMUSG00000031858,Mau2
6,m54313U_201123_144913/262997/ccs,ENSMUSG00000027679,Dnajc19
7,m54313U_201123_144913/263099/ccs,ENSMUSG00000032999,Nlrp4f
8,m54313U_201123_144913/264294/ccs,ENSMUSG00000030911,Zp2
9,m54313U_201123_144913/394250/ccs,NA,NA
10,m54313U_201123_144913/394868/ccs,NA,NA
11,m54313U_201123_144913/461417/ccs,NA,NA
12,m54313U_201123_144913/461592/ccs,NA,NA
13,m54313U_201123_144913/589990/ccs,ENSMUSG00000051675,Trim32
14,m54313U_201123_144913/591259/ccs,NA,NA
15,m54313U_201123_144913/657469/ccs,ENSMUSG00000035781,R3hdm4
16,m54313U_201123_144913/657645/ccs,NA,NA
17,m54313U_201123_144913/657891/ccs,NA,NA
18,m54313U_201123_144913/722597/ccs,NA,NA
19,m54313U_201123_144913/722762/ccs,ENSMUSG00000018238,Gdf9
20,m54313U_201123_144913/788924/ccs,ENSMUSG00000038280,Ostm1
21,m54313U_201123_144913/852309/ccs,ENSMUSG00000090891,D6Ertd527e
22,m54313U_201123_144913/854372/ccs,ENSMUSG00000046337,Fam178b
23,m54313U_201123_144913/919686/ccs,ENSMUSG00000068205,Macrod2
24,m54313U_201123_144913/984581/ccs,ENSMUSG00000042462,Dctpp1
25,m54313U_201123_144913/1048952/ccs,ENSMUSG00000035901,Dennd5a
26,m54313U_201123_144913/1050313/ccs,NA,NA
27,m54313U_201123_144913/1115505/ccs,ENSMUSG00000041406,BC055324
28,m54313U_201123_144913/1116285/ccs,NA,NA
29,m54313U_201123_144913/1116759/ccs,NA,NA
30,m54313U_201123_144913/1116763/ccs,ENSMUSG00000022982,Sod1
31,m54313U_201123_144913/1182049/ccs,ENSMUSG00000113642,Gm49329
32,m54313U_201123_144913/1247853/ccs,NA,NA
33,m54313U_201123_144913/1312611/ccs,ENSMUSG00000096276,Gm2042
34,m54313U_201123_144913/1377478/ccs,ENSMUSG00000018727,Cpsf4l
35,m54313U_201123_144913/1378249/ccs,NA,NA
36,m54313U_201123_144913/1378631/ccs,NA,NA
