,record_id,gene_id,gene_name
0,m54313U_200903_184952/872/ccs,ENSMUSG00000004096,Cwc15
1,m54313U_200903_184952/262440/ccs,ENSMUSG00000041961,Znrf3
2,m54313U_200903_184952/657381/ccs,ENSMUSG00000059436,Max
3,m54313U_200903_184952/1182211/ccs,ENSMUSG00000028865,Cd164l2
4,m54313U_200903_184952/1245628/ccs,ENSMUSG00000039782,Cpeb2
5,m54313U_200903_184952/1248034/ccs,ENSMUSG00000035696,Rnf38
6,m54313U_200903_184952/1312903/ccs,NA,NA
7,m54313U_200903_184952/1967547/ccs,ENSMUSG00000034120,Srsf2
8,m54313U_200903_184952/2360577/ccs,NA,NA
9,m54313U_200903_184952/2427562/ccs,ENSMUSG00000046262,C87977
10,m54313U_200903_184952/2490983/ccs,ENSMUSG00000035378,Shq1
11,m54313U_200903_184952/2886465/ccs,ENSMUSG00000039304,Tnfsf10
12,m54313U_200903_184952/3277643/ccs,NA,NA
13,m54313U_200903_184952/4262197/ccs,NA,NA
14,m54313U_200903_184952/4327203/ccs,ENSMUSG00000066152,Slc31a2
15,m54313U_200903_184952/4784148/ccs,NA,NA
16,m54313U_200903_184952/5114179/ccs,ENSMUSG00000074354,Arhgap20os
17,m54313U_200903_184952/5177393/ccs,NA,NA
18,m54313U_200903_184952/5506825/ccs,ENSMUSG00000020255,D10Wsu102e
19,m54313U_200903_184952/25823660/ccs,ENSMUSG00000036752,Tubb4b
20,m54313U_200903_184952/25888267/ccs,ENSMUSG00000116560,Gm2808
21,m54313U_200903_184952/26150432/ccs,ENSMUSG00000071856,Mcc
22,m54313U_200903_184952/27461521/ccs,NA,NA
23,m54313U_200903_184952/27461871/ccs,ENSMUSG00000096576,Oog1
24,m54313U_200903_184952/27920563/ccs,NA,NA
25,m54313U_200903_184952/28051260/ccs,ENSMUSG00000024969,Mark2
26,m54313U_200903_184952/28771345/ccs,NA,NA
27,m54313U_200903_184952/29231847/ccs,ENSMUSG00000079575,Rbpj-ps3
28,m54313U_200903_184952/29624999/ccs,ENSMUSG00000029455,Aldh2
29,m54313U_200903_184952/29887189/ccs,ENSMUSG00000021843,Ktn1
30,m54313U_200903_184952/30149123/ccs,ENSMUSG00000021476,Habp4
31,m54313U_200903_184952/30476130/ccs,NA,NA
32,m54313U_200903_184952/32047769/ccs,ENSMUSG00000007892,Rplp1
33,m54313U_200903_184952/33031639/ccs,ENSMUSG00000078365,Mos
34,m54313U_200903_184952/33161422/ccs,ENSMUSG00000021993,Mipep
35,m54313U_200903_184952/33229259/ccs,ENSMUSG00000026718,Stam
