,record_id,gene_id,gene_name
0,m54313U_201114_190654/99/ccs,NA,NA
1,m54313U_201114_190654/118/ccs,NA,NA
2,m54313U_201114_190654/121/ccs,NA,NA
3,m54313U_201114_190654/121/ccs,NA,NA
4,m54313U_201114_190654/215/ccs,ENSMUSG00000032359,Ctsh
5,m54313U_201114_190654/463/ccs,NA,NA
6,m54313U_201114_190654/809/ccs,ENSMUSG00000034203,Chchd4
7,m54313U_201114_190654/1135/ccs,ENSMUSG00000022983,Scaf4
8,m54313U_201114_190654/1326/ccs,NA,NA
9,m54313U_201114_190654/1556/ccs,NA,NA
10,m54313U_201114_190654/1802/ccs,NA,NA
11,m54313U_201114_190654/2157/ccs,NA,NA
12,m54313U_201114_190654/2201/ccs,ENSMUSG00000028093,Acp6
13,m54313U_201114_190654/65684/ccs,ENSMUSG00000037742,Eef1a1
14,m54313U_201114_190654/66039/ccs,NA,NA
15,m54313U_201114_190654/66319/ccs,ENSMUSG00000029513,Prkab1
16,m54313U_201114_190654/66363/ccs,ENSMUSG00000050229,Pigm
17,m54313U_201114_190654/66398/ccs,ENSMUSG00000032712,Resf1
18,m54313U_201114_190654/66504/ccs,ENSMUSG00000022234,Cct5
19,m54313U_201114_190654/67002/ccs,NA,NA
20,m54313U_201114_190654/67284/ccs,ENSMUSG00000039530,Tusc3
21,m54313U_201114_190654/67906/ccs,ENSMUSG00000000579,Dynlt1c
22,m54313U_201114_190654/68104/ccs,ENSMUSG00000036594,H2-Aa
23,m54313U_201114_190654/68382/ccs,ENSMUSG00000032497,Lrrfip2
24,m54313U_201114_190654/131151/ccs,ENSMUSG00000033952,Aspm
25,m54313U_201114_190654/131741/ccs,NA,NA
26,m54313U_201114_190654/132218/ccs,ENSMUSG00000068663,Clec16a
27,m54313U_201114_190654/132278/ccs,ENSMUSG00000033952,Aspm
28,m54313U_201114_190654/132921/ccs,ENSMUSG00000059218,Gm13084
29,m54313U_201114_190654/133389/ccs,NA,NA
30,m54313U_201114_190654/133501/ccs,NA,NA
31,m54313U_201114_190654/133911/ccs,ENSMUSG00000047921,Trappc9
32,m54313U_201114_190654/197257/ccs,ENSMUSG00000021737,Psmd6
33,m54313U_201114_190654/197406/ccs,NA,NA
34,m54313U_201114_190654/197662/ccs,ENSMUSG00000074994,Qser1
35,m54313U_201114_190654/197712/ccs,NA,NA
36,m54313U_201114_190654/197751/ccs,NA,NA
37,m54313U_201114_190654/198466/ccs,ENSMUSG00000008604,Ubqln4
38,m54313U_201114_190654/198823/ccs,NA,NA
39,m54313U_201114_190654/198982/ccs,NA,NA
40,m54313U_201114_190654/199180/ccs,NA,NA
41,m54313U_201114_190654/199333/ccs,ENSMUSG00000042279,H1f8
