,record_id,gene_id,gene_name
0,m54313U_201113_175135/142/ccs,ENSMUSG00000048701,Ccdc6
1,m54313U_201113_175135/1520/ccs,NA,NA
2,m54313U_201113_175135/67600/ccs,ENSMUSG00000018322,Tomm34
3,m54313U_201113_175135/68381/ccs,ENSMUSG00000035530,Eif1
4,m54313U_201113_175135/132204/ccs,ENSMUSG00000029777,Gars
5,m54313U_201113_175135/132508/ccs,ENSMUSG00000027067,Ssrp1
6,m54313U_201113_175135/132708/ccs,NA,NA
7,m54313U_201113_175135/132912/ccs,NA,NA
8,m54313U_201113_175135/133062/ccs,ENSMUSG00000037910,1700018B24Rik
9,m54313U_201113_175135/133361/ccs,NA,NA
10,m54313U_201113_175135/196765/ccs,ENSMUSG00000034518,Hmgxb4
11,m54313U_201113_175135/197420/ccs,ENSMUSG00000030096,Slc6a6
12,m54313U_201113_175135/198402/ccs,ENSMUSG00000024969,Mark2
13,m54313U_201113_175135/198629/ccs,ENSMUSG00000036111,Lmo1
14,m54313U_201113_175135/199061/ccs,ENSMUSG00000000399,Ndufa9
15,m54313U_201113_175135/263007/ccs,ENSMUSG00000008475,Arpc5
16,m54313U_201113_175135/263189/ccs,ENSMUSG00000033596,Rfwd3
17,m54313U_201113_175135/328044/ccs,ENSMUSG00000023830,Igf2r
18,m54313U_201113_175135/328196/ccs,ENSMUSG00000025940,Tmem70
19,m54313U_201113_175135/328214/ccs,ENSMUSG00000022972,Cfap298
20,m54313U_201113_175135/328308/ccs,ENSMUSG00000024829,Mrpl21
21,m54313U_201113_175135/328733/ccs,ENSMUSG00000053716,Dusp7
22,m54313U_201113_175135/329844/ccs,ENSMUSG00000003824,Syce2
23,m54313U_201113_175135/393432/ccs,NA,NA
24,m54313U_201113_175135/393781/ccs,ENSMUSG00000045414,Dipk2a
25,m54313U_201113_175135/394652/ccs,ENSMUSG00000030878,Cdr2
26,m54313U_201113_175135/394989/ccs,ENSMUSG00000028261,Ndufaf4
27,m54313U_201113_175135/395104/ccs,ENSMUSG00000041857,Oosp1
28,m54313U_201113_175135/395325/ccs,NA,NA
29,m54313U_201113_175135/395548/ccs,ENSMUSG00000048796,Cyb561d1
30,m54313U_201113_175135/458927/ccs,ENSMUSG00000004268,Emg1
31,m54313U_201113_175135/460174/ccs,ENSMUSG00000039218,Srrm2
32,m54313U_201113_175135/460691/ccs,ENSMUSG00000041359,Tcl1
33,m54313U_201113_175135/460893/ccs,ENSMUSG00000025487,Psmd13
34,m54313U_201113_175135/460924/ccs,NA,NA
35,m54313U_201113_175135/525196/ccs,NA,NA
36,m54313U_201113_175135/525368/ccs,ENSMUSG00000079658,Eloc
37,m54313U_201113_175135/525773/ccs,ENSMUSG00000074981,Dcdc5
38,m54313U_201113_175135/526582/ccs,ENSMUSG00000037172,Dennd11
39,m54313U_201113_175135/590728/ccs,NA,NA
40,m54313U_201113_175135/591748/ccs,NA,NA
41,m54313U_201113_175135/592552/ccs,ENSMUSG00000052033,Pfdn4
42,m54313U_201113_175135/656951/ccs,ENSMUSG00000006676,Usp19
43,m54313U_201113_175135/657794/ccs,NA,NA
44,m54313U_201113_175135/721648/ccs,ENSMUSG00000037210,Fam193a
45,m54313U_201113_175135/722772/ccs,NA,NA
46,m54313U_201113_175135/787552/ccs,ENSMUSG00000006676,Usp19
47,m54313U_201113_175135/787592/ccs,ENSMUSG00000051359,Ncald
48,m54313U_201113_175135/788153/ccs,ENSMUSG00000030246,Ldhb
49,m54313U_201113_175135/852602/ccs,ENSMUSG00000054843,Atrnl1
50,m54313U_201113_175135/852666/ccs,ENSMUSG00000028470,Hint2
51,m54313U_201113_175135/854688/ccs,NA,NA
52,m54313U_201113_175135/919639/ccs,NA,NA
53,m54313U_201113_175135/920198/ccs,ENSMUSG00000019738,Polr2i
54,m54313U_201113_175135/983098/ccs,ENSMUSG00000042292,Mrtfa
55,m54313U_201113_175135/983675/ccs,ENSMUSG00000022898,Vps26c
56,m54313U_201113_175135/983768/ccs,NA,NA
57,m54313U_201113_175135/984460/ccs,NA,NA
58,m54313U_201113_175135/984464/ccs,ENSMUSG00000028438,Kif24
59,m54313U_201113_175135/984546/ccs,ENSMUSG00000025217,Btrc
60,m54313U_201113_175135/985283/ccs,NA,NA
61,m54313U_201113_175135/985294/ccs,ENSMUSG00000047187,Rab2a
62,m54313U_201113_175135/1049094/ccs,NA,NA
63,m54313U_201113_175135/1049430/ccs,ENSMUSG00000036572,Upf3b
64,m54313U_201113_175135/1049847/ccs,ENSMUSG00000038712,Mindy1
65,m54313U_201113_175135/1114567/ccs,ENSMUSG00000032745,Gpbp1
66,m54313U_201113_175135/1114687/ccs,NA,NA
67,m54313U_201113_175135/1114913/ccs,ENSMUSG00000058655,Eif4b
68,m54313U_201113_175135/1115491/ccs,ENSMUSG00000050810,Oog3
69,m54313U_201113_175135/1180417/ccs,ENSMUSG00000034761,Map4k5
70,m54313U_201113_175135/1180542/ccs,ENSMUSG00000070837,Aurkc
71,m54313U_201113_175135/1181517/ccs,ENSMUSG00000025967,Eef1b2
72,m54313U_201113_175135/1245602/ccs,NA,NA
73,m54313U_201113_175135/1246516/ccs,ENSMUSG00000023279,Bmp15
74,m54313U_201113_175135/1246737/ccs,NA,NA
75,m54313U_201113_175135/1247437/ccs,ENSMUSG00000024734,Zp1
76,m54313U_201113_175135/1310856/ccs,ENSMUSG00000026885,Ttll11
77,m54313U_201113_175135/1311979/ccs,ENSMUSG00000015092,Edf1
78,m54313U_201113_175135/1313452/ccs,ENSMUSG00000028367,Txn1
79,m54313U_201113_175135/1377247/ccs,ENSMUSG00000068205,Macrod2
80,m54313U_201113_175135/1377785/ccs,ENSMUSG00000032330,Cox7a2
81,m54313U_201113_175135/1378798/ccs,ENSMUSG00000022559,Fbxl6
82,m54313U_201113_175135/1442219/ccs,ENSMUSG00000031935,Med17
83,m54313U_201113_175135/1442462/ccs,ENSMUSG00000037624,Kcnk2
84,m54313U_201113_175135/1508127/ccs,ENSMUSG00000054102,Nlrp9a
85,m54313U_201113_175135/1508671/ccs,ENSMUSG00000054717,Hmgb2
86,m54313U_201113_175135/1509551/ccs,ENSMUSG00000058443,Rpl10-ps3
87,m54313U_201113_175135/1572879/ccs,ENSMUSG00000007670,Khsrp
88,m54313U_201113_175135/1574175/ccs,ENSMUSG00000020415,Pttg1
89,m54313U_201113_175135/1575621/ccs,ENSMUSG00000049751,Rpl36al
90,m54313U_201113_175135/1639791/ccs,ENSMUSG00000001166,Oas1c
91,m54313U_201113_175135/1640731/ccs,ENSMUSG00000035509,Fbxl21
92,m54313U_201113_175135/1705294/ccs,ENSMUSG00000002031,Ift46
93,m54313U_201113_175135/1705423/ccs,ENSMUSG00000037013,Ss18
94,m54313U_201113_175135/1705698/ccs,NA,NA
95,m54313U_201113_175135/1706792/ccs,NA,NA
96,m54313U_201113_175135/1770379/ccs,ENSMUSG00000028138,Adh5
97,m54313U_201113_175135/1770385/ccs,ENSMUSG00000029246,Ppat
98,m54313U_201113_175135/1770585/ccs,ENSMUSG00000075703,Selenoi
99,m54313U_201113_175135/1770952/ccs,ENSMUSG00000066463,Omt2a
100,m54313U_201113_175135/1836327/ccs,ENSMUSG00000027668,Mfn1
101,m54313U_201113_175135/1836496/ccs,ENSMUSG00000027195,Hsd17b12
102,m54313U_201113_175135/1836626/ccs,ENSMUSG00000055723,Rras2
103,m54313U_201113_175135/1837491/ccs,NA,NA
104,m54313U_201113_175135/1837570/ccs,ENSMUSG00000020706,Ftsj3
105,m54313U_201113_175135/1837763/ccs,ENSMUSG00000026977,Marchf7
106,m54313U_201113_175135/1900777/ccs,NA,NA
107,m54313U_201113_175135/1903185/ccs,ENSMUSG00000031488,Rab11fip1
108,m54313U_201113_175135/1966432/ccs,ENSMUSG00000019856,Fam184a
109,m54313U_201113_175135/1966959/ccs,ENSMUSG00000074884,Serf2
110,m54313U_201113_175135/1967277/ccs,ENSMUSG00000033751,Gadd45gip1
111,m54313U_201113_175135/1967281/ccs,NA,NA
112,m54313U_201113_175135/1967546/ccs,ENSMUSG00000032191,Bcl2l10
113,m54313U_201113_175135/1967973/ccs,ENSMUSG00000057193,Slc44a2
