,record_id,gene_id,gene_name
0,m54313U_201123_144913/67830/ccs,ENSMUSG00000053716,Dusp7
1,m54313U_201123_144913/132643/ccs,ENSMUSG00000019838,Slc16a10
2,m54313U_201123_144913/198182/ccs,NA,NA
3,m54313U_201123_144913/262670/ccs,ENSMUSG00000079523,Tmsb10
4,m54313U_201123_144913/328972/ccs,NA,NA
5,m54313U_201123_144913/329303/ccs,ENSMUSG00000024738,Pga5
6,m54313U_201123_144913/329516/ccs,ENSMUSG00000028646,Rragc
7,m54313U_201123_144913/459893/ccs,ENSMUSG00000022012,Enox1
8,m54313U_201123_144913/459953/ccs,ENSMUSG00000032292,Nr2e3
9,m54313U_201123_144913/461230/ccs,ENSMUSG00000011267,Zfp296
10,m54313U_201123_144913/590979/ccs,NA,NA
11,m54313U_201123_144913/656037/ccs,ENSMUSG00000028568,Btf3l4
12,m54313U_201123_144913/787362/ccs,NA,NA
13,m54313U_201123_144913/787708/ccs,ENSMUSG00000040390,Map3k10
14,m54313U_201123_144913/788716/ccs,ENSMUSG00000018238,Gdf9
15,m54313U_201123_144913/852957/ccs,ENSMUSG00000038587,Akap12
16,m54313U_201123_144913/852984/ccs,ENSMUSG00000006576,Slc4a3
17,m54313U_201123_144913/917898/ccs,NA,NA
18,m54313U_201123_144913/919084/ccs,ENSMUSG00000034758,Tle6
19,m54313U_201123_144913/1049484/ccs,NA,NA
20,m54313U_201123_144913/1049608/ccs,NA,NA
21,m54313U_201123_144913/1050981/ccs,ENSMUSG00000021577,Sdha
22,m54313U_201123_144913/1115369/ccs,ENSMUSG00000057113,Npm1
23,m54313U_201123_144913/1116562/ccs,ENSMUSG00000040276,Pacsin1
24,m54313U_201123_144913/1180825/ccs,ENSMUSG00000026279,Thap4
25,m54313U_201123_144913/1247042/ccs,ENSMUSG00000032329,Hmg20a
26,m54313U_201123_144913/1248038/ccs,NA,NA
27,m54313U_201123_144913/1311149/ccs,ENSMUSG00000027170,Eif3m
28,m54313U_201123_144913/1376943/ccs,NA,NA
