,record_id,gene_id,gene_name
0,m54313U_201124_160408/837/ccs,NA,NA
1,m54313U_201124_160408/2423/ccs,ENSMUSG00000038770,Kpna7
2,m54313U_201124_160408/65844/ccs,ENSMUSG00000030031,Kbtbd8
3,m54313U_201124_160408/66248/ccs,ENSMUSG00000062232,Rapgef2
4,m54313U_201124_160408/66408/ccs,ENSMUSG00000007812,Zfp655
5,m54313U_201124_160408/66991/ccs,ENSMUSG00000000743,Chmp1a
6,m54313U_201124_160408/67369/ccs,ENSMUSG00000022708,Zbtb20
7,m54313U_201124_160408/67730/ccs,ENSMUSG00000004948,Zp3
8,m54313U_201124_160408/68414/ccs,ENSMUSG00000029657,Hsph1
9,m54313U_201124_160408/133075/ccs,ENSMUSG00000038069,Cdkn2aip
10,m54313U_201124_160408/133337/ccs,ENSMUSG00000060708,Bloc1s4
11,m54313U_201124_160408/197214/ccs,ENSMUSG00000034210,Efcab14
12,m54313U_201124_160408/197545/ccs,ENSMUSG00000028343,Erp44
13,m54313U_201124_160408/198348/ccs,ENSMUSG00000029174,Tbc1d1
14,m54313U_201124_160408/199436/ccs,ENSMUSG00000033287,Kctd17
15,m54313U_201124_160408/264031/ccs,ENSMUSG00000044502,Bod1
16,m54313U_201124_160408/264451/ccs,ENSMUSG00000061689,Dlgap4
17,m54313U_201124_160408/328409/ccs,ENSMUSG00000005161,Prdx2
18,m54313U_201124_160408/329281/ccs,ENSMUSG00000043190,Rfesd
19,m54313U_201124_160408/330095/ccs,NA,NA
20,m54313U_201124_160408/393612/ccs,ENSMUSG00000038518,Jarid2
21,m54313U_201124_160408/394366/ccs,ENSMUSG00000034892,Rps29
22,m54313U_201124_160408/460059/ccs,ENSMUSG00000020946,Gosr2
23,m54313U_201124_160408/460528/ccs,ENSMUSG00000021559,Dapk1
24,m54313U_201124_160408/460597/ccs,NA,NA
25,m54313U_201124_160408/461108/ccs,ENSMUSG00000074884,Serf2
26,m54313U_201124_160408/461511/ccs,NA,NA
27,m54313U_201124_160408/461574/ccs,ENSMUSG00000005667,Mthfd2
28,m54313U_201124_160408/524858/ccs,NA,NA
29,m54313U_201124_160408/525978/ccs,NA,NA
30,m54313U_201124_160408/526764/ccs,NA,NA
31,m54313U_201124_160408/526764/ccs,NA,NA
32,m54313U_201124_160408/655974/ccs,NA,NA
33,m54313U_201124_160408/657129/ccs,NA,NA
34,m54313U_201124_160408/657322/ccs,ENSMUSG00000032056,Btg4
35,m54313U_201124_160408/657517/ccs,ENSMUSG00000028954,Nub1
36,m54313U_201124_160408/722126/ccs,ENSMUSG00000062075,Lmnb2
37,m54313U_201124_160408/723204/ccs,ENSMUSG00000071657,Bscl2
38,m54313U_201124_160408/787076/ccs,NA,NA
39,m54313U_201124_160408/787169/ccs,ENSMUSG00000028078,Dclk2
40,m54313U_201124_160408/852643/ccs,ENSMUSG00000019738,Polr2i
41,m54313U_201124_160408/854059/ccs,NA,NA
42,m54313U_201124_160408/917785/ccs,NA,NA
43,m54313U_201124_160408/918083/ccs,ENSMUSG00000073176,Zfp449
44,m54313U_201124_160408/918732/ccs,NA,NA
45,m54313U_201124_160408/919644/ccs,ENSMUSG00000009566,Fpgs
46,m54313U_201124_160408/920144/ccs,ENSMUSG00000039662,Icmt
47,m54313U_201124_160408/920283/ccs,ENSMUSG00000014243,Zswim7
48,m54313U_201124_160408/984361/ccs,NA,NA
49,m54313U_201124_160408/984932/ccs,ENSMUSG00000034640,Tiparp
50,m54313U_201124_160408/1048977/ccs,ENSMUSG00000000787,Ddx3x
51,m54313U_201124_160408/1049236/ccs,NA,NA
52,m54313U_201124_160408/1050016/ccs,ENSMUSG00000075002,Ftdc1
53,m54313U_201124_160408/1050930/ccs,NA,NA
54,m54313U_201124_160408/1114967/ccs,ENSMUSG00000036528,Ppfibp2
55,m54313U_201124_160408/1116523/ccs,ENSMUSG00000032342,Mto1
56,m54313U_201124_160408/1116745/ccs,ENSMUSG00000055540,Epha6
57,m54313U_201124_160408/1180022/ccs,ENSMUSG00000029580,Actb
58,m54313U_201124_160408/1180383/ccs,NA,NA
59,m54313U_201124_160408/1182084/ccs,ENSMUSG00000041837,Pdcd7
60,m54313U_201124_160408/1246239/ccs,ENSMUSG00000044285,Ubb-ps
61,m54313U_201124_160408/1246656/ccs,ENSMUSG00000029312,Klhl8
62,m54313U_201124_160408/1310961/ccs,NA,NA
63,m54313U_201124_160408/1311172/ccs,NA,NA
64,m54313U_201124_160408/1312834/ccs,ENSMUSG00000031701,Dnaja2
65,m54313U_201124_160408/1312960/ccs,ENSMUSG00000038323,1700066M21Rik
66,m54313U_201124_160408/1313132/ccs,ENSMUSG00000004069,Dnaja3
67,m54313U_201124_160408/1443515/ccs,ENSMUSG00000032386,Trip4
68,m54313U_201124_160408/1509523/ccs,NA,NA
69,m54313U_201124_160408/1509597/ccs,ENSMUSG00000025732,Mcrip2
70,m54313U_201124_160408/1509630/ccs,ENSMUSG00000050552,Lamtor4
71,m54313U_201124_160408/1574520/ccs,ENSMUSG00000032633,Flcn
72,m54313U_201124_160408/1574918/ccs,ENSMUSG00000009470,Tnpo1
73,m54313U_201124_160408/1638744/ccs,ENSMUSG00000064357,mt-Atp6
74,m54313U_201124_160408/1639451/ccs,NA,NA
75,m54313U_201124_160408/1641152/ccs,NA,NA
76,m54313U_201124_160408/1705511/ccs,ENSMUSG00000002031,Ift46
77,m54313U_201124_160408/1705555/ccs,ENSMUSG00000052298,Cdc42se2
78,m54313U_201124_160408/1706525/ccs,ENSMUSG00000026399,Cd55
79,m54313U_201124_160408/1706653/ccs,NA,NA
80,m54313U_201124_160408/1836503/ccs,ENSMUSG00000024208,Uqcc2
81,m54313U_201124_160408/1901189/ccs,ENSMUSG00000026150,Mff
82,m54313U_201124_160408/1901638/ccs,ENSMUSG00000026799,Med27
83,m54313U_201124_160408/1901955/ccs,NA,NA
84,m54313U_201124_160408/1903083/ccs,ENSMUSG00000037416,Dmxl1
85,m54313U_201124_160408/1967492/ccs,NA,NA
86,m54313U_201124_160408/1967636/ccs,ENSMUSG00000035021,Baz1a
87,m54313U_201124_160408/1967900/ccs,NA,NA
88,m54313U_201124_160408/1968379/ccs,ENSMUSG00000027193,Api5
89,m54313U_201124_160408/1968754/ccs,ENSMUSG00000078578,Ube2d3
90,m54313U_201124_160408/2032206/ccs,NA,NA
91,m54313U_201124_160408/2033089/ccs,ENSMUSG00000029034,Ints11
92,m54313U_201124_160408/2033274/ccs,ENSMUSG00000068391,Chrac1
93,m54313U_201124_160408/2033292/ccs,ENSMUSG00000057130,Txnl4a
94,m54313U_201124_160408/2033573/ccs,NA,NA
95,m54313U_201124_160408/2033602/ccs,ENSMUSG00000029312,Klhl8
96,m54313U_201124_160408/2099338/ccs,ENSMUSG00000052299,Ltn1
97,m54313U_201124_160408/2163545/ccs,ENSMUSG00000022012,Enox1
98,m54313U_201124_160408/2163674/ccs,ENSMUSG00000021559,Dapk1
99,m54313U_201124_160408/2228984/ccs,ENSMUSG00000026849,Tor1a
