,record_id,gene_id,gene_name
0,m54313U_201124_160408/65811/ccs,ENSMUSG00000022471,Xrcc6
1,m54313U_201124_160408/65914/ccs,ENSMUSG00000023279,Bmp15
2,m54313U_201124_160408/65965/ccs,ENSMUSG00000036992,Nxt1
3,m54313U_201124_160408/66746/ccs,NA,NA
4,m54313U_201124_160408/66850/ccs,NA,NA
5,m54313U_201124_160408/66862/ccs,ENSMUSG00000019854,Reps1
6,m54313U_201124_160408/67110/ccs,NA,NA
7,m54313U_201124_160408/68191/ccs,ENSMUSG00000019373,Cops3
8,m54313U_201124_160408/197530/ccs,ENSMUSG00000042279,H1f8
9,m54313U_201124_160408/198720/ccs,ENSMUSG00000020089,Ppa1
10,m54313U_201124_160408/262250/ccs,NA,NA
11,m54313U_201124_160408/328623/ccs,ENSMUSG00000047126,Cltc
12,m54313U_201124_160408/329618/ccs,NA,NA
13,m54313U_201124_160408/329921/ccs,ENSMUSG00000015804,Med28
14,m54313U_201124_160408/330325/ccs,ENSMUSG00000019838,Slc16a10
15,m54313U_201124_160408/394425/ccs,ENSMUSG00000028560,Usp1
16,m54313U_201124_160408/394875/ccs,ENSMUSG00000027331,Knstrn
17,m54313U_201124_160408/459321/ccs,ENSMUSG00000040935,Padi6
18,m54313U_201124_160408/459394/ccs,ENSMUSG00000030649,Anapc15
19,m54313U_201124_160408/460559/ccs,ENSMUSG00000054310,Obox1
20,m54313U_201124_160408/592510/ccs,ENSMUSG00000029012,Orc5
21,m54313U_201124_160408/656774/ccs,NA,NA
22,m54313U_201124_160408/657233/ccs,ENSMUSG00000051517,Arhgef39
23,m54313U_201124_160408/658258/ccs,ENSMUSG00000072692,Rpl37rt
24,m54313U_201124_160408/721381/ccs,ENSMUSG00000005882,Uqcc1
25,m54313U_201124_160408/723158/ccs,ENSMUSG00000014859,E2f4
26,m54313U_201124_160408/787871/ccs,ENSMUSG00000029439,Sfswap
27,m54313U_201124_160408/788098/ccs,ENSMUSG00000020525,Ppm1d
28,m54313U_201124_160408/983893/ccs,NA,NA
29,m54313U_201124_160408/985937/ccs,ENSMUSG00000054134,Umodl1
30,m54313U_201124_160408/1115598/ccs,ENSMUSG00000039759,Thap3
31,m54313U_201124_160408/1115647/ccs,ENSMUSG00000038893,Fam117a
32,m54313U_201124_160408/1180806/ccs,NA,NA
33,m54313U_201124_160408/1181172/ccs,NA,NA
34,m54313U_201124_160408/1181343/ccs,NA,NA
35,m54313U_201124_160408/1246529/ccs,NA,NA
36,m54313U_201124_160408/1247517/ccs,ENSMUSG00000027510,Rbm38
37,m54313U_201124_160408/1311854/ccs,NA,NA
38,m54313U_201124_160408/1313308/ccs,NA,NA
39,m54313U_201124_160408/1376470/ccs,ENSMUSG00000013822,Elof1
40,m54313U_201124_160408/1377357/ccs,ENSMUSG00000021024,Psma6
41,m54313U_201124_160408/1377652/ccs,ENSMUSG00000031158,Timm17b
42,m54313U_201124_160408/1378382/ccs,ENSMUSG00000001763,Tspan33
43,m54313U_201124_160408/1378751/ccs,ENSMUSG00000046694,Tent5b
44,m54313U_201124_160408/1378814/ccs,ENSMUSG00000022946,Dop1b
45,m54313U_201124_160408/1379135/ccs,ENSMUSG00000036112,Metap2
46,m54313U_201124_160408/1442919/ccs,ENSMUSG00000041035,Gm17018
47,m54313U_201124_160408/1443310/ccs,ENSMUSG00000053329,Gatd3a
48,m54313U_201124_160408/1444419/ccs,ENSMUSG00000019792,Trmt11
49,m54313U_201124_160408/1507822/ccs,ENSMUSG00000059208,Hnrnpm
50,m54313U_201124_160408/1508371/ccs,NA,NA
51,m54313U_201124_160408/1508464/ccs,ENSMUSG00000004948,Zp3
52,m54313U_201124_160408/1508838/ccs,ENSMUSG00000058446,Znrf2
53,m54313U_201124_160408/1574511/ccs,ENSMUSG00000027466,Rbck1
54,m54313U_201124_160408/1639238/ccs,NA,NA
55,m54313U_201124_160408/1639314/ccs,ENSMUSG00000017418,Arl5b
56,m54313U_201124_160408/1639600/ccs,NA,NA
57,m54313U_201124_160408/1639892/ccs,ENSMUSG00000030911,Zp2
58,m54313U_201124_160408/1640114/ccs,ENSMUSG00000041377,Ninj2
59,m54313U_201124_160408/1640678/ccs,ENSMUSG00000042570,Mier2
60,m54313U_201124_160408/1704243/ccs,ENSMUSG00000001036,Epn2
61,m54313U_201124_160408/1704448/ccs,ENSMUSG00000024104,Washc2
62,m54313U_201124_160408/1771313/ccs,ENSMUSG00000031641,Cbr4
63,m54313U_201124_160408/1771439/ccs,ENSMUSG00000029223,Uchl1
64,m54313U_201124_160408/1771455/ccs,ENSMUSG00000009549,Srp14
65,m54313U_201124_160408/1771576/ccs,ENSMUSG00000035704,Alg8
66,m54313U_201124_160408/1835180/ccs,ENSMUSG00000025393,Atp5b
67,m54313U_201124_160408/1837681/ccs,ENSMUSG00000024427,Spry4
68,m54313U_201124_160408/1837889/ccs,ENSMUSG00000079588,Tmem182
69,m54313U_201124_160408/1900682/ccs,ENSMUSG00000030421,Uri1
70,m54313U_201124_160408/1901137/ccs,ENSMUSG00000074656,Eif2s2
71,m54313U_201124_160408/1901146/ccs,ENSMUSG00000107002,0610012G03Rik
72,m54313U_201124_160408/1902984/ccs,ENSMUSG00000021384,Susd3
73,m54313U_201124_160408/1903369/ccs,ENSMUSG00000026999,Nup35
74,m54313U_201124_160408/1967086/ccs,NA,NA
75,m54313U_201124_160408/1967147/ccs,ENSMUSG00000029705,Cux1
76,m54313U_201124_160408/1968026/ccs,ENSMUSG00000027808,Serp1
77,m54313U_201124_160408/1968704/ccs,ENSMUSG00000022205,Sub1
78,m54313U_201124_160408/2163418/ccs,NA,NA
79,m54313U_201124_160408/2165165/ccs,ENSMUSG00000024896,Minpp1
