,record_id,gene_id,gene_name
0,m54313U_201113_175135/995/ccs,ENSMUSG00000087368,BC065397
1,m54313U_201113_175135/65980/ccs,ENSMUSG00000026435,Slc45a3
2,m54313U_201113_175135/67674/ccs,NA,NA
3,m54313U_201113_175135/68014/ccs,ENSMUSG00000004948,Zp3
4,m54313U_201113_175135/131598/ccs,ENSMUSG00000104614,Fbxw27
5,m54313U_201113_175135/196750/ccs,ENSMUSG00000016559,H3f3b
6,m54313U_201113_175135/197117/ccs,NA,NA
7,m54313U_201113_175135/197761/ccs,ENSMUSG00000040935,Padi6
8,m54313U_201113_175135/197964/ccs,ENSMUSG00000029050,Ski
9,m54313U_201113_175135/198780/ccs,ENSMUSG00000032637,Atxn2l
10,m54313U_201113_175135/198900/ccs,ENSMUSG00000032842,Abcc10
11,m54313U_201113_175135/199257/ccs,ENSMUSG00000065037,Rn7sk
12,m54313U_201113_175135/263449/ccs,ENSMUSG00000021509,Slc25a48
13,m54313U_201113_175135/263657/ccs,ENSMUSG00000055567,Unc80
14,m54313U_201113_175135/263764/ccs,ENSMUSG00000039163,Cmc1
15,m54313U_201113_175135/263772/ccs,ENSMUSG00000040782,Cop1
16,m54313U_201113_175135/264031/ccs,NA,NA
17,m54313U_201113_175135/264708/ccs,ENSMUSG00000033952,Aspm
18,m54313U_201113_175135/328476/ccs,ENSMUSG00000033751,Gadd45gip1
19,m54313U_201113_175135/329251/ccs,NA,NA
20,m54313U_201113_175135/329362/ccs,ENSMUSG00000022613,Miox
21,m54313U_201113_175135/329425/ccs,NA,NA
22,m54313U_201113_175135/394535/ccs,NA,NA
23,m54313U_201113_175135/394811/ccs,ENSMUSG00000014503,Pkd2l2
24,m54313U_201113_175135/395844/ccs,NA,NA
25,m54313U_201113_175135/459141/ccs,NA,NA
26,m54313U_201113_175135/459755/ccs,ENSMUSG00000005682,Pan2
27,m54313U_201113_175135/590315/ccs,ENSMUSG00000032479,Map4
28,m54313U_201113_175135/590333/ccs,NA,NA
29,m54313U_201113_175135/591237/ccs,NA,NA
30,m54313U_201113_175135/591359/ccs,ENSMUSG00000046323,Dppa3
31,m54313U_201113_175135/655516/ccs,NA,NA
32,m54313U_201113_175135/656137/ccs,ENSMUSG00000023033,Scn8a
33,m54313U_201113_175135/656485/ccs,ENSMUSG00000018238,Gdf9
34,m54313U_201113_175135/656600/ccs,ENSMUSG00000027134,Lpcat4
35,m54313U_201113_175135/656989/ccs,NA,NA
36,m54313U_201113_175135/721522/ccs,NA,NA
37,m54313U_201113_175135/721615/ccs,ENSMUSG00000004044,Cavin1
38,m54313U_201113_175135/722804/ccs,ENSMUSG00000027884,Clcc1
39,m54313U_201113_175135/722915/ccs,ENSMUSG00000042303,Sgsm3
40,m54313U_201113_175135/723245/ccs,ENSMUSG00000032384,Csnk1g1
41,m54313U_201113_175135/786761/ccs,ENSMUSG00000058407,Txndc9
42,m54313U_201113_175135/788351/ccs,NA,NA
43,m54313U_201113_175135/788971/ccs,ENSMUSG00000021024,Psma6
44,m54313U_201113_175135/789245/ccs,NA,NA
45,m54313U_201113_175135/789313/ccs,ENSMUSG00000042279,H1f8
46,m54313U_201113_175135/852756/ccs,ENSMUSG00000069476,Zfp616
47,m54313U_201113_175135/853728/ccs,ENSMUSG00000028197,Col24a1
48,m54313U_201113_175135/853872/ccs,ENSMUSG00000039789,Zfp597
49,m54313U_201113_175135/917962/ccs,ENSMUSG00000073139,Tmem185a
50,m54313U_201113_175135/983797/ccs,NA,NA
51,m54313U_201113_175135/984177/ccs,NA,NA
52,m54313U_201113_175135/985131/ccs,ENSMUSG00000060863,Tcl1b2
53,m54313U_201113_175135/985405/ccs,ENSMUSG00000051256,Jagn1
54,m54313U_201113_175135/985694/ccs,NA,NA
55,m54313U_201113_175135/1048599/ccs,ENSMUSG00000079523,Tmsb10
56,m54313U_201113_175135/1048701/ccs,ENSMUSG00000022982,Sod1
57,m54313U_201113_175135/1049945/ccs,ENSMUSG00000024165,Jpt2
58,m54313U_201113_175135/1050005/ccs,NA,NA
59,m54313U_201113_175135/1050080/ccs,ENSMUSG00000003527,Ess2
60,m54313U_201113_175135/1114350/ccs,ENSMUSG00000036438,Calm2
61,m54313U_201113_175135/1114369/ccs,ENSMUSG00000086629,2810403D21Rik
62,m54313U_201113_175135/1114906/ccs,ENSMUSG00000035696,Rnf38
63,m54313U_201113_175135/1115855/ccs,NA,NA
64,m54313U_201113_175135/1179744/ccs,ENSMUSG00000030641,Ddias
65,m54313U_201113_175135/1179812/ccs,NA,NA
66,m54313U_201113_175135/1179812/ccs,NA,NA
67,m54313U_201113_175135/1180739/ccs,ENSMUSG00000025508,Rplp2
68,m54313U_201113_175135/1180864/ccs,ENSMUSG00000042279,H1f8
69,m54313U_201113_175135/1182285/ccs,NA,NA
70,m54313U_201113_175135/1245415/ccs,ENSMUSG00000000134,Tfe3
71,m54313U_201113_175135/1245914/ccs,ENSMUSG00000024544,Ldlrad4
72,m54313U_201113_175135/1246312/ccs,ENSMUSG00000036461,Elf1
73,m54313U_201113_175135/1247766/ccs,ENSMUSG00000029762,Akr1b8
74,m54313U_201113_175135/1310760/ccs,NA,NA
75,m54313U_201113_175135/1311320/ccs,NA,NA
76,m54313U_201113_175135/1311414/ccs,ENSMUSG00000079033,Mef2b
77,m54313U_201113_175135/1311819/ccs,ENSMUSG00000000149,Gna12
78,m54313U_201113_175135/1376828/ccs,NA,NA
79,m54313U_201113_175135/1377068/ccs,ENSMUSG00000021928,Ebpl
80,m54313U_201113_175135/1377068/ccs,NA,NA
81,m54313U_201113_175135/1377271/ccs,NA,NA
