,record_id,gene_id,gene_name
0,m54313U_201123_144913/1539/ccs,NA,NA
1,m54313U_201123_144913/196944/ccs,ENSMUSG00000043467,Zbtb37
2,m54313U_201123_144913/197018/ccs,ENSMUSG00000097259,Gm26766
3,m54313U_201123_144913/197659/ccs,NA,NA
4,m54313U_201123_144913/197814/ccs,ENSMUSG00000114362,4933433G19Rik
5,m54313U_201123_144913/198279/ccs,ENSMUSG00000053565,Eif3k
6,m54313U_201123_144913/263576/ccs,ENSMUSG00000041362,Shtn1
7,m54313U_201123_144913/328248/ccs,ENSMUSG00000040528,Milr1
8,m54313U_201123_144913/329638/ccs,NA,NA
9,m54313U_201123_144913/330154/ccs,NA,NA
10,m54313U_201123_144913/394157/ccs,NA,NA
11,m54313U_201123_144913/459941/ccs,ENSMUSG00000045817,Zfp36l2
12,m54313U_201123_144913/460917/ccs,NA,NA
13,m54313U_201123_144913/656945/ccs,ENSMUSG00000004393,Ddx56
14,m54313U_201123_144913/722040/ccs,NA,NA
15,m54313U_201123_144913/787932/ccs,NA,NA
16,m54313U_201123_144913/853514/ccs,NA,NA
17,m54313U_201123_144913/983132/ccs,NA,NA
18,m54313U_201123_144913/983380/ccs,NA,NA
19,m54313U_201123_144913/984372/ccs,ENSMUSG00000030008,Pradc1
20,m54313U_201123_144913/985363/ccs,NA,NA
21,m54313U_201123_144913/985429/ccs,ENSMUSG00000027173,Depdc7
22,m54313U_201123_144913/1048789/ccs,ENSMUSG00000041020,Map7d2
23,m54313U_201123_144913/1048789/ccs,NA,NA
24,m54313U_201123_144913/1051343/ccs,ENSMUSG00000057193,Slc44a2
25,m54313U_201123_144913/1051405/ccs,NA,NA
26,m54313U_201123_144913/1114963/ccs,ENSMUSG00000074221,Zfp568
27,m54313U_201123_144913/1115124/ccs,NA,NA
28,m54313U_201123_144913/1181256/ccs,NA,NA
29,m54313U_201123_144913/1181370/ccs,ENSMUSG00000035941,Ibtk
30,m54313U_201123_144913/1245532/ccs,ENSMUSG00000049532,Sall2
31,m54313U_201123_144913/1246065/ccs,ENSMUSG00000029063,Nadk
32,m54313U_201123_144913/1246140/ccs,ENSMUSG00000068205,Macrod2
33,m54313U_201123_144913/1246870/ccs,ENSMUSG00000031600,Vps37a
34,m54313U_201123_144913/1377691/ccs,ENSMUSG00000028821,Syf2
35,m54313U_201123_144913/1378886/ccs,ENSMUSG00000002379,Ndufa11
36,m54313U_201123_144913/1442044/ccs,NA,NA
37,m54313U_201123_144913/1508140/ccs,NA,NA
38,m54313U_201123_144913/1704154/ccs,ENSMUSG00000021149,Gtpbp4
39,m54313U_201123_144913/1706102/ccs,NA,NA
40,m54313U_201123_144913/1706203/ccs,ENSMUSG00000117567,Gm50056
41,m54313U_201123_144913/1769687/ccs,NA,NA
42,m54313U_201123_144913/1770481/ccs,NA,NA
43,m54313U_201123_144913/1770644/ccs,NA,NA
44,m54313U_201123_144913/1771483/ccs,ENSMUSG00000108930,Gm10648
45,m54313U_201123_144913/1835690/ccs,ENSMUSG00000038507,Parp12
46,m54313U_201123_144913/1836798/ccs,NA,NA
47,m54313U_201123_144913/1837591/ccs,ENSMUSG00000026111,Unc50
48,m54313U_201123_144913/1837604/ccs,NA,NA
49,m54313U_201123_144913/1901032/ccs,NA,NA
50,m54313U_201123_144913/1902074/ccs,ENSMUSG00000031229,Atrx
51,m54313U_201123_144913/1902555/ccs,NA,NA
52,m54313U_201123_144913/1966591/ccs,ENSMUSG00000034621,Gpatch8
53,m54313U_201123_144913/2098257/ccs,ENSMUSG00000059659,Gm10069
54,m54313U_201123_144913/2099442/ccs,NA,NA
55,m54313U_201123_144913/2163068/ccs,ENSMUSG00000074437,Defa29
56,m54313U_201123_144913/2165209/ccs,ENSMUSG00000045291,E330021D16Rik
57,m54313U_201123_144913/2229053/ccs,NA,NA
58,m54313U_201123_144913/2295623/ccs,ENSMUSG00000001134,Uxt
59,m54313U_201123_144913/2425142/ccs,ENSMUSG00000024072,Yipf4
60,m54313U_201123_144913/2425555/ccs,ENSMUSG00000005683,Cs
61,m54313U_201123_144913/2426885/ccs,ENSMUSG00000035397,Klf16
62,m54313U_201123_144913/2492383/ccs,ENSMUSG00000043831,Lysmd4
63,m54313U_201123_144913/2492616/ccs,NA,NA
64,m54313U_201123_144913/2492872/ccs,NA,NA
65,m54313U_201123_144913/2623627/ccs,NA,NA
66,m54313U_201123_144913/2624094/ccs,ENSMUSG00000032254,Kif23
67,m54313U_201123_144913/2754380/ccs,ENSMUSG00000019984,Med23
68,m54313U_201123_144913/2754409/ccs,ENSMUSG00000023572,Ccndbp1
69,m54313U_201123_144913/2819471/ccs,NA,NA
70,m54313U_201123_144913/2820271/ccs,ENSMUSG00000079523,Tmsb10
71,m54313U_201123_144913/2820953/ccs,NA,NA
72,m54313U_201123_144913/2884098/ccs,NA,NA
73,m54313U_201123_144913/2885267/ccs,NA,NA
74,m54313U_201123_144913/2885694/ccs,ENSMUSG00000092103,Gm17039
75,m54313U_201123_144913/2949555/ccs,ENSMUSG00000029198,Grpel1
76,m54313U_201123_144913/2950631/ccs,ENSMUSG00000029687,Ezh2
77,m54313U_201123_144913/2950982/ccs,NA,NA
78,m54313U_201123_144913/2950982/ccs,NA,NA
79,m54313U_201123_144913/2951992/ccs,NA,NA
80,m54313U_201123_144913/3080266/ccs,ENSMUSG00000097467,Gm26737
81,m54313U_201123_144913/3080655/ccs,ENSMUSG00000020496,Rnf187
82,m54313U_201123_144913/3082711/ccs,ENSMUSG00000047642,D930020B18Rik
83,m54313U_201123_144913/3082822/ccs,NA,NA
84,m54313U_201123_144913/3146989/ccs,NA,NA
85,m54313U_201123_144913/3147817/ccs,ENSMUSG00000046062,Ppp1r15b
86,m54313U_201123_144913/3147978/ccs,NA,NA
87,m54313U_201123_144913/3148256/ccs,ENSMUSG00000025208,Mrpl43
88,m54313U_201123_144913/3212815/ccs,ENSMUSG00000062275,Fbxw24
89,m54313U_201123_144913/3278498/ccs,ENSMUSG00000060461,Dppa5a
90,m54313U_201123_144913/3345112/ccs,NA,NA
91,m54313U_201123_144913/3408499/ccs,ENSMUSG00000022338,Eny2
92,m54313U_201123_144913/3473899/ccs,NA,NA
93,m54313U_201123_144913/3474232/ccs,NA,NA
94,m54313U_201123_144913/3540938/ccs,ENSMUSG00000010406,Mrpl52
95,m54313U_201123_144913/3672334/ccs,NA,NA
96,m54313U_201123_144913/3738275/ccs,NA,NA
97,m54313U_201123_144913/3868365/ccs,ENSMUSG00000029322,Plac8
98,m54313U_201123_144913/3869084/ccs,ENSMUSG00000027583,Zbtb46
99,m54313U_201123_144913/3869217/ccs,ENSMUSG00000062580,Timm17a
100,m54313U_201123_144913/3933902/ccs,ENSMUSG00000026360,Rgs2
101,m54313U_201123_144913/3999185/ccs,ENSMUSG00000018286,Psmb6
102,m54313U_201123_144913/4000026/ccs,ENSMUSG00000078619,Smarcd2
103,m54313U_201123_144913/4064208/ccs,NA,NA
104,m54313U_201123_144913/4064290/ccs,NA,NA
105,m54313U_201123_144913/4065086/ccs,ENSMUSG00000034640,Tiparp
106,m54313U_201123_144913/4065149/ccs,NA,NA
107,m54313U_201123_144913/4065157/ccs,ENSMUSG00000033918,Parl
108,m54313U_201123_144913/4066071/ccs,NA,NA
109,m54313U_201123_144913/4131065/ccs,NA,NA
110,m54313U_201123_144913/4195851/ccs,NA,NA
111,m54313U_201123_144913/4197208/ccs,ENSMUSG00000027379,Bub1
112,m54313U_201123_144913/4261553/ccs,NA,NA
113,m54313U_201123_144913/4327936/ccs,ENSMUSG00000022433,Csnk1e
114,m54313U_201123_144913/4391518/ccs,ENSMUSG00000036943,Rab8b
115,m54313U_201123_144913/4391888/ccs,ENSMUSG00000028479,Gne
116,m54313U_201123_144913/4393017/ccs,ENSMUSG00000086994,Gm13402
117,m54313U_201123_144913/4393388/ccs,ENSMUSG00000109841,E330011O21Rik
118,m54313U_201123_144913/4458074/ccs,ENSMUSG00000025586,Cpeb1
119,m54313U_201123_144913/4523060/ccs,NA,NA
120,m54313U_201123_144913/4523644/ccs,ENSMUSG00000051853,Arf3
121,m54313U_201123_144913/4523812/ccs,NA,NA
122,m54313U_201123_144913/4588507/ccs,NA,NA
123,m54313U_201123_144913/4588617/ccs,NA,NA
124,m54313U_201123_144913/4653676/ccs,ENSMUSG00000029169,Dhx15
125,m54313U_201123_144913/4719399/ccs,NA,NA
126,m54313U_201123_144913/4720027/ccs,ENSMUSG00000042079,Hnrnpf
127,m54313U_201123_144913/4720313/ccs,NA,NA
128,m54313U_201123_144913/4784487/ccs,ENSMUSG00000073176,Zfp449
129,m54313U_201123_144913/4785471/ccs,NA,NA
130,m54313U_201123_144913/4851766/ccs,NA,NA
131,m54313U_201123_144913/4852055/ccs,NA,NA
132,m54313U_201123_144913/4916588/ccs,ENSMUSG00000116031,D030024E09Rik
133,m54313U_201123_144913/4982587/ccs,ENSMUSG00000005667,Mthfd2
134,m54313U_201123_144913/5046851/ccs,NA,NA
135,m54313U_201123_144913/5114233/ccs,ENSMUSG00000007850,Hnrnph1
136,m54313U_201123_144913/5178722/ccs,NA,NA
137,m54313U_201123_144913/5245536/ccs,ENSMUSG00000060475,Wtap
138,m54313U_201123_144913/5311195/ccs,NA,NA
139,m54313U_201123_144913/5506329/ccs,ENSMUSG00000086474,9130204K15Rik
140,m54313U_201123_144913/5570768/ccs,NA,NA
141,m54313U_201123_144913/5571458/ccs,NA,NA
142,m54313U_201123_144913/5572222/ccs,ENSMUSG00000037926,Ssh2
143,m54313U_201123_144913/5636455/ccs,NA,NA
144,m54313U_201123_144913/5637827/ccs,ENSMUSG00000052407,Ccdc171
145,m54313U_201123_144913/5702438/ccs,NA,NA
146,m54313U_201123_144913/5703274/ccs,NA,NA
147,m54313U_201123_144913/5834883/ccs,ENSMUSG00000079477,Rab7
148,m54313U_201123_144913/5835218/ccs,ENSMUSG00000023980,Taf8
149,m54313U_201123_144913/5835427/ccs,NA,NA
150,m54313U_201123_144913/5899044/ccs,ENSMUSG00000022765,Snap29
151,m54313U_201123_144913/6030731/ccs,ENSMUSG00000022760,Thap7
152,m54313U_201123_144913/6097709/ccs,ENSMUSG00000068580,Zfyve19
153,m54313U_201123_144913/6162648/ccs,ENSMUSG00000028557,Rnf11
154,m54313U_201123_144913/6162681/ccs,NA,NA
155,m54313U_201123_144913/6162806/ccs,ENSMUSG00000018238,Gdf9
156,m54313U_201123_144913/6359188/ccs,NA,NA
157,m54313U_201123_144913/6488716/ccs,ENSMUSG00000079679,Vwde
158,m54313U_201123_144913/6490863/ccs,ENSMUSG00000031843,Mphosph6
159,m54313U_201123_144913/6554763/ccs,ENSMUSG00000028563,Tm2d1
160,m54313U_201123_144913/6555307/ccs,NA,NA
161,m54313U_201123_144913/6619651/ccs,ENSMUSG00000014074,Rnf168
162,m54313U_201123_144913/6619729/ccs,ENSMUSG00000030246,Ldhb
163,m54313U_201123_144913/6620350/ccs,ENSMUSG00000009569,Mrtfb
164,m54313U_201123_144913/6621318/ccs,ENSMUSG00000032637,Atxn2l
165,m54313U_201123_144913/6621672/ccs,ENSMUSG00000035234,Abraxas1
166,m54313U_201123_144913/6686508/ccs,ENSMUSG00000026977,Marchf7
167,m54313U_201123_144913/6686796/ccs,ENSMUSG00000028284,Map3k7
168,m54313U_201123_144913/6686974/ccs,NA,NA
169,m54313U_201123_144913/6751101/ccs,NA,NA
170,m54313U_201123_144913/6816505/ccs,ENSMUSG00000029635,Cdk8
171,m54313U_201123_144913/6818280/ccs,ENSMUSG00000024563,Smad2
172,m54313U_201123_144913/6883533/ccs,NA,NA
173,m54313U_201123_144913/6884097/ccs,ENSMUSG00000059708,Akap17b
174,m54313U_201123_144913/6949164/ccs,ENSMUSG00000037957,Wdr20
175,m54313U_201123_144913/7013825/ccs,ENSMUSG00000028354,Fmn2
176,m54313U_201123_144913/7077994/ccs,ENSMUSG00000100484,Gm7133
177,m54313U_201123_144913/7079775/ccs,ENSMUSG00000020392,Cdkn2aipnl
178,m54313U_201123_144913/7145166/ccs,ENSMUSG00000098112,Bin2
179,m54313U_201123_144913/7146322/ccs,ENSMUSG00000032000,Birc3
180,m54313U_201123_144913/7274766/ccs,NA,NA
181,m54313U_201123_144913/7275175/ccs,ENSMUSG00000039100,Marchf6
182,m54313U_201123_144913/7275298/ccs,ENSMUSG00000020593,Lpin1
183,m54313U_201123_144913/7275742/ccs,NA,NA
184,m54313U_201123_144913/7276552/ccs,NA,NA
185,m54313U_201123_144913/7340498/ccs,NA,NA
186,m54313U_201123_144913/7405787/ccs,ENSMUSG00000021670,Hmgcr
187,m54313U_201123_144913/7407537/ccs,ENSMUSG00000067919,Rex2
188,m54313U_201123_144913/7472652/ccs,ENSMUSG00000115307,Gm49313
189,m54313U_201123_144913/7537802/ccs,ENSMUSG00000032320,Rcn2
190,m54313U_201123_144913/7537811/ccs,ENSMUSG00000057113,Npm1
191,m54313U_201123_144913/7539478/ccs,ENSMUSG00000041359,Tcl1
192,m54313U_201123_144913/7603356/ccs,ENSMUSG00000047694,Yipf6
193,m54313U_201123_144913/7603770/ccs,NA,NA
194,m54313U_201123_144913/7734461/ccs,ENSMUSG00000063253,Scoc
195,m54313U_201123_144913/7734542/ccs,ENSMUSG00000001924,Uba1
196,m54313U_201123_144913/7735770/ccs,ENSMUSG00000028479,Gne
197,m54313U_201123_144913/7735790/ccs,ENSMUSG00000034403,Pja1
198,m54313U_201123_144913/7929927/ccs,NA,NA
199,m54313U_201123_144913/7930610/ccs,ENSMUSG00000025173,Wdr45b
200,m54313U_201123_144913/7930829/ccs,ENSMUSG00000034518,Hmgxb4
201,m54313U_201123_144913/7996706/ccs,ENSMUSG00000032191,Bcl2l10
202,m54313U_201123_144913/7997901/ccs,NA,NA
203,m54313U_201123_144913/8061970/ccs,NA,NA
204,m54313U_201123_144913/8063091/ccs,NA,NA
205,m54313U_201123_144913/8127249/ccs,ENSMUSG00000029830,Svopl
206,m54313U_201123_144913/8325187/ccs,NA,NA
207,m54313U_201123_144913/8391119/ccs,ENSMUSG00000024096,Ralbp1
208,m54313U_201123_144913/8521162/ccs,ENSMUSG00000069565,Dazap1
209,m54313U_201123_144913/8586757/ccs,ENSMUSG00000020415,Pttg1
210,m54313U_201123_144913/8587275/ccs,ENSMUSG00000039936,Pik3cd
211,m54313U_201123_144913/8588094/ccs,NA,NA
212,m54313U_201123_144913/8651413/ccs,NA,NA
213,m54313U_201123_144913/8716842/ccs,NA,NA
214,m54313U_201123_144913/8782190/ccs,NA,NA
215,m54313U_201123_144913/8848002/ccs,ENSMUSG00000017291,Taok1
216,m54313U_201123_144913/8914207/ccs,NA,NA
217,m54313U_201123_144913/8915501/ccs,ENSMUSG00000030120,Mlf2
218,m54313U_201123_144913/8979866/ccs,ENSMUSG00000024922,Ovol1
219,m54313U_201123_144913/8980719/ccs,NA,NA
220,m54313U_201123_144913/9045516/ccs,ENSMUSG00000066867,Oas1e
221,m54313U_201123_144913/9046450/ccs,ENSMUSG00000028518,Prkaa2
222,m54313U_201123_144913/9111952/ccs,NA,NA
223,m54313U_201123_144913/9242720/ccs,ENSMUSG00000074437,Defa29
224,m54313U_201123_144913/9307978/ccs,ENSMUSG00000056537,Rlim
225,m54313U_201123_144913/9308883/ccs,ENSMUSG00000035954,Dock4
226,m54313U_201123_144913/9438145/ccs,NA,NA
227,m54313U_201123_144913/9438953/ccs,NA,NA
228,m54313U_201123_144913/9502962/ccs,ENSMUSG00000029594,Rbm19
229,m54313U_201123_144913/9505002/ccs,NA,NA
230,m54313U_201123_144913/9568505/ccs,ENSMUSG00000018666,Cbx1
231,m54313U_201123_144913/9634139/ccs,ENSMUSG00000025583,Rptor
232,m54313U_201123_144913/9636311/ccs,ENSMUSG00000039298,Cdk5rap2
233,m54313U_201123_144913/9699907/ccs,NA,NA
234,m54313U_201123_144913/9701882/ccs,NA,NA
235,m54313U_201123_144913/9766707/ccs,NA,NA
236,m54313U_201123_144913/9766910/ccs,NA,NA
237,m54313U_201123_144913/9830563/ccs,NA,NA
238,m54313U_201123_144913/9831650/ccs,NA,NA
239,m54313U_201123_144913/9962580/ccs,ENSMUSG00000068302,Noto
240,m54313U_201123_144913/9963000/ccs,NA,NA
241,m54313U_201123_144913/9963709/ccs,ENSMUSG00000067367,Lyar
242,m54313U_201123_144913/10029299/ccs,NA,NA
243,m54313U_201123_144913/10093981/ccs,NA,NA
244,m54313U_201123_144913/10159181/ccs,ENSMUSG00000022193,Psmb5
245,m54313U_201123_144913/10225109/ccs,ENSMUSG00000024077,Strn
246,m54313U_201123_144913/10290829/ccs,NA,NA
247,m54313U_201123_144913/10420798/ccs,ENSMUSG00000026159,Agfg1
248,m54313U_201123_144913/10421868/ccs,ENSMUSG00000074994,Qser1
249,m54313U_201123_144913/10487703/ccs,ENSMUSG00000024151,Msh2
250,m54313U_201123_144913/10487896/ccs,ENSMUSG00000029414,Kntc1
251,m54313U_201123_144913/10551342/ccs,ENSMUSG00000033728,Lrrc14
