,record_id,gene_id,gene_name
0,m54313U_201114_190654/139/ccs,ENSMUSG00000030246,Ldhb
1,m54313U_201114_190654/143/ccs,ENSMUSG00000074366,Obox5
2,m54313U_201114_190654/169/ccs,ENSMUSG00000054134,Umodl1
3,m54313U_201114_190654/267/ccs,ENSMUSG00000024357,Sil1
4,m54313U_201114_190654/1091/ccs,NA,NA
5,m54313U_201114_190654/1413/ccs,ENSMUSG00000038848,Ythdf1
6,m54313U_201114_190654/1659/ccs,ENSMUSG00000090254,Gm1965
7,m54313U_201114_190654/1909/ccs,NA,NA
8,m54313U_201114_190654/2187/ccs,ENSMUSG00000030689,Ino80e
9,m54313U_201114_190654/2634/ccs,ENSMUSG00000022948,Setd4
10,m54313U_201114_190654/65738/ccs,NA,NA
11,m54313U_201114_190654/65952/ccs,ENSMUSG00000028865,Cd164l2
12,m54313U_201114_190654/66085/ccs,ENSMUSG00000020935,Dcakd
13,m54313U_201114_190654/66241/ccs,ENSMUSG00000063358,Mapk1
14,m54313U_201114_190654/66405/ccs,ENSMUSG00000025465,Echs1
15,m54313U_201114_190654/66786/ccs,NA,NA
16,m54313U_201114_190654/66863/ccs,ENSMUSG00000003039,Fam32a
17,m54313U_201114_190654/67043/ccs,NA,NA
18,m54313U_201114_190654/67056/ccs,ENSMUSG00000028333,Anp32b
19,m54313U_201114_190654/67226/ccs,ENSMUSG00000025138,Sirt7
20,m54313U_201114_190654/67949/ccs,ENSMUSG00000004268,Emg1
21,m54313U_201114_190654/67957/ccs,ENSMUSG00000049588,Ccdc69
22,m54313U_201114_190654/131269/ccs,ENSMUSG00000028633,Ctps
23,m54313U_201114_190654/131310/ccs,NA,NA
24,m54313U_201114_190654/131371/ccs,ENSMUSG00000030706,Mrpl48
25,m54313U_201114_190654/131418/ccs,ENSMUSG00000037242,Clic4
26,m54313U_201114_190654/131566/ccs,ENSMUSG00000074582,Arfgef2
27,m54313U_201114_190654/131645/ccs,ENSMUSG00000032562,Gnai2
28,m54313U_201114_190654/131691/ccs,NA,NA
29,m54313U_201114_190654/131817/ccs,NA,NA
30,m54313U_201114_190654/132223/ccs,ENSMUSG00000034758,Tle6
31,m54313U_201114_190654/132301/ccs,NA,NA
32,m54313U_201114_190654/132379/ccs,ENSMUSG00000030591,Psmd8
33,m54313U_201114_190654/132920/ccs,ENSMUSG00000079641,Rpl39
34,m54313U_201114_190654/133235/ccs,NA,NA
35,m54313U_201114_190654/133552/ccs,NA,NA
36,m54313U_201114_190654/133731/ccs,NA,NA
37,m54313U_201114_190654/133934/ccs,ENSMUSG00000057342,Sphk2
38,m54313U_201114_190654/196747/ccs,ENSMUSG00000019857,Asf1a
39,m54313U_201114_190654/197048/ccs,ENSMUSG00000029551,Psmg3
40,m54313U_201114_190654/197172/ccs,ENSMUSG00000023087,Noct
41,m54313U_201114_190654/197291/ccs,ENSMUSG00000068739,Sars
42,m54313U_201114_190654/197485/ccs,ENSMUSG00000032998,Foxj3
43,m54313U_201114_190654/197650/ccs,ENSMUSG00000059796,Eif4a1
44,m54313U_201114_190654/197651/ccs,NA,NA
45,m54313U_201114_190654/198288/ccs,ENSMUSG00000002661,Alkbh7
46,m54313U_201114_190654/198368/ccs,NA,NA
47,m54313U_201114_190654/198397/ccs,ENSMUSG00000028040,Efna4
48,m54313U_201114_190654/198506/ccs,ENSMUSG00000015653,Steap2
49,m54313U_201114_190654/198526/ccs,NA,NA
50,m54313U_201114_190654/198843/ccs,ENSMUSG00000037697,Ddhd1
51,m54313U_201114_190654/198859/ccs,NA,NA
52,m54313U_201114_190654/199044/ccs,ENSMUSG00000037313,Tacc3
53,m54313U_201114_190654/199267/ccs,ENSMUSG00000039105,Atp6v1g1
54,m54313U_201114_190654/262427/ccs,NA,NA
55,m54313U_201114_190654/262728/ccs,ENSMUSG00000026917,Wdr5
56,m54313U_201114_190654/263019/ccs,ENSMUSG00000028078,Dclk2
57,m54313U_201114_190654/263258/ccs,ENSMUSG00000036372,Tmem258
58,m54313U_201114_190654/263418/ccs,ENSMUSG00000020496,Rnf187
59,m54313U_201114_190654/263720/ccs,NA,NA
60,m54313U_201114_190654/263726/ccs,NA,NA
61,m54313U_201114_190654/263948/ccs,ENSMUSG00000001103,Sebox
62,m54313U_201114_190654/264095/ccs,NA,NA
63,m54313U_201114_190654/264402/ccs,NA,NA
64,m54313U_201114_190654/264498/ccs,ENSMUSG00000048701,Ccdc6
65,m54313U_201114_190654/327760/ccs,ENSMUSG00000022119,Rbm26
66,m54313U_201114_190654/328079/ccs,ENSMUSG00000114638,Gm31834
67,m54313U_201114_190654/328326/ccs,NA,NA
68,m54313U_201114_190654/328711/ccs,NA,NA
