,record_id,gene_id,gene_name
0,m54313U_200903_184952/328878/ccs,ENSMUSG00000024608,Rps14
1,m54313U_200903_184952/394110/ccs,NA,NA
2,m54313U_200903_184952/788039/ccs,ENSMUSG00000033916,Chmp2a
3,m54313U_200903_184952/853474/ccs,ENSMUSG00000034758,Tle6
4,m54313U_200903_184952/983733/ccs,ENSMUSG00000079658,Eloc
5,m54313U_200903_184952/1114622/ccs,ENSMUSG00000058799,Nap1l1
6,m54313U_200903_184952/1510034/ccs,ENSMUSG00000032625,Thsd7a
7,m54313U_200903_184952/1901028/ccs,ENSMUSG00000026234,Ncl
8,m54313U_200903_184952/1901693/ccs,NA,NA
9,m54313U_200903_184952/2425960/ccs,ENSMUSG00000064090,Vrk2
10,m54313U_200903_184952/2490668/ccs,ENSMUSG00000030911,Zp2
11,m54313U_200903_184952/2557893/ccs,ENSMUSG00000038925,E330034G19Rik
12,m54313U_200903_184952/2752892/ccs,NA,NA
13,m54313U_200903_184952/2755217/ccs,NA,NA
14,m54313U_200903_184952/5046965/ccs,NA,NA
15,m54313U_200903_184952/26214523/ccs,ENSMUSG00000042502,Cd2bp2
16,m54313U_200903_184952/26479063/ccs,ENSMUSG00000023852,Chd1
17,m54313U_200903_184952/27461431/ccs,ENSMUSG00000053153,Spag16
18,m54313U_200903_184952/27527579/ccs,NA,NA
19,m54313U_200903_184952/27788651/ccs,ENSMUSG00000054446,Cpa1
20,m54313U_200903_184952/29362549/ccs,ENSMUSG00000018974,Sart3
21,m54313U_200903_184952/29819006/ccs,NA,NA
22,m54313U_200903_184952/30016559/ccs,ENSMUSG00000050234,Gja4
23,m54313U_200903_184952/30017102/ccs,NA,NA
24,m54313U_200903_184952/30934714/ccs,ENSMUSG00000053329,Gatd3a
25,m54313U_200903_184952/31326377/ccs,ENSMUSG00000066571,4931406P16Rik
26,m54313U_200903_184952/32441573/ccs,NA,NA
27,m54313U_200903_184952/32965944/ccs,ENSMUSG00000022201,Zfr
28,m54313U_200903_184952/33489680/ccs,NA,NA
29,m54313U_200903_184952/34081602/ccs,ENSMUSG00000029223,Uchl1
30,m54313U_200903_184952/34343103/ccs,NA,NA
31,m54313U_200903_184952/34734633/ccs,NA,NA
32,m54313U_200903_184952/35062632/ccs,ENSMUSG00000025280,Polr3a
33,m54313U_200903_184952/35457551/ccs,NA,NA
34,m54313U_200903_184952/36111203/ccs,ENSMUSG00000020407,Upp1
35,m54313U_200903_184952/36177709/ccs,NA,NA
36,m54313U_200903_184952/36503840/ccs,ENSMUSG00000027944,Hax1
37,m54313U_200903_184952/36637239/ccs,ENSMUSG00000032294,Pkm
38,m54313U_200903_184952/36767185/ccs,ENSMUSG00000022012,Enox1
39,m54313U_200903_184952/36897898/ccs,NA,NA
40,m54313U_200903_184952/37225277/ccs,NA,NA
41,m54313U_200903_184952/37488660/ccs,NA,NA
42,m54313U_200903_184952/37552822/ccs,ENSMUSG00000037926,Ssh2
43,m54313U_200903_184952/38143439/ccs,ENSMUSG00000055789,Ftdc2
44,m54313U_200903_184952/38536688/ccs,NA,NA
45,m54313U_200903_184952/38602118/ccs,ENSMUSG00000031458,Coprs
46,m54313U_200903_184952/38864996/ccs,ENSMUSG00000029466,Anapc7
47,m54313U_200903_184952/39257752/ccs,ENSMUSG00000023025,Larp4
48,m54313U_200903_184952/39651682/ccs,ENSMUSG00000020407,Upp1
49,m54313U_200903_184952/39781577/ccs,ENSMUSG00000039770,Ypel5
50,m54313U_200903_184952/39782711/ccs,NA,NA
51,m54313U_200903_184952/41092576/ccs,ENSMUSG00000034889,Cactin
52,m54313U_200903_184952/42862307/ccs,ENSMUSG00000030814,Bcl7c
53,m54313U_200903_184952/43190584/ccs,NA,NA
54,m54313U_200903_184952/43386865/ccs,NA,NA
55,m54313U_200903_184952/43518594/ccs,ENSMUSG00000040824,Snrpd2
56,m54313U_200903_184952/43975013/ccs,ENSMUSG00000038770,Kpna7
57,m54313U_200903_184952/43975755/ccs,ENSMUSG00000001120,Pcbp3
58,m54313U_200903_184952/44042464/ccs,ENSMUSG00000029405,G3bp2
59,m54313U_200903_184952/44303164/ccs,ENSMUSG00000036061,Smug1
60,m54313U_200903_184952/44435012/ccs,NA,NA
61,m54313U_200903_184952/44565786/ccs,ENSMUSG00000035297,Cops4
62,m54313U_200903_184952/44567229/ccs,ENSMUSG00000044709,Gemin7
63,m54313U_200903_184952/45026002/ccs,ENSMUSG00000051355,Commd1
64,m54313U_200903_184952/45484044/ccs,ENSMUSG00000038457,Tmem255b
65,m54313U_200903_184952/45484458/ccs,ENSMUSG00000034758,Tle6
66,m54313U_200903_184952/46597621/ccs,ENSMUSG00000031562,Dctd
67,m54313U_200903_184952/46860638/ccs,NA,NA
68,m54313U_200903_184952/47122077/ccs,ENSMUSG00000037257,Aagab
69,m54313U_200903_184952/47186264/ccs,NA,NA
70,m54313U_200903_184952/47186352/ccs,ENSMUSG00000043510,Hscb
71,m54313U_200903_184952/47580925/ccs,ENSMUSG00000030068,Gm20696
72,m54313U_200903_184952/47581050/ccs,ENSMUSG00000029223,Uchl1
73,m54313U_200903_184952/47777491/ccs,ENSMUSG00000002984,Tomm40
74,m54313U_200903_184952/48170471/ccs,ENSMUSG00000033106,Slc7a6os
75,m54313U_200903_184952/48956639/ccs,ENSMUSG00000034327,Kctd9
