,record_id,gene_id,gene_name
0,m54313U_201123_144913/459277/ccs,ENSMUSG00000037049,Smpd1
1,m54313U_201123_144913/1180171/ccs,NA,NA
2,m54313U_201123_144913/1639625/ccs,ENSMUSG00000027680,Fxr1
3,m54313U_201123_144913/3671953/ccs,ENSMUSG00000027276,Jag1
4,m54313U_201123_144913/4262353/ccs,ENSMUSG00000039209,Rpl39l
5,m54313U_201123_144913/4653775/ccs,ENSMUSG00000030138,Bms1
6,m54313U_201123_144913/6687567/ccs,ENSMUSG00000020166,Cnot2
7,m54313U_201123_144913/8389351/ccs,ENSMUSG00000025982,Sf3b1
8,m54313U_201123_144913/10290481/ccs,NA,NA
9,m54313U_201123_144913/12256139/ccs,NA,NA
10,m54313U_201123_144913/13306291/ccs,ENSMUSG00000066463,Omt2a
11,m54313U_201123_144913/68616911/ccs,NA,NA
12,m54313U_201123_144913/69468989/ccs,ENSMUSG00000041857,Oosp1
13,m54313U_201123_144913/69535897/ccs,ENSMUSG00000024404,Riok3
14,m54313U_201123_144913/69667418/ccs,ENSMUSG00000021102,Glrx5
15,m54313U_201123_144913/70321846/ccs,ENSMUSG00000044201,Cdc25c
16,m54313U_201123_144913/70517737/ccs,NA,NA
17,m54313U_201123_144913/70583727/ccs,NA,NA
18,m54313U_201123_144913/71502599/ccs,NA,NA
19,m54313U_201123_144913/71830141/ccs,ENSMUSG00000034758,Tle6
20,m54313U_201123_144913/72091305/ccs,ENSMUSG00000031537,Ikbkb
21,m54313U_201123_144913/73073005/ccs,ENSMUSG00000032899,Styk1
22,m54313U_201123_144913/74121990/ccs,ENSMUSG00000018238,Gdf9
23,m54313U_201123_144913/75236228/ccs,ENSMUSG00000025314,Ptprj
24,m54313U_201123_144913/75631280/ccs,NA,NA
25,m54313U_201123_144913/76285280/ccs,ENSMUSG00000032267,Usp28
26,m54313U_201123_144913/77660753/ccs,NA,NA
27,m54313U_201123_144913/78775706/ccs,ENSMUSG00000026764,Kif5c
28,m54313U_201123_144913/78907532/ccs,ENSMUSG00000090254,Gm1965
29,m54313U_201123_144913/79561886/ccs,ENSMUSG00000026526,Fh1
30,m54313U_201123_144913/81397216/ccs,ENSMUSG00000025439,Clns1a
31,m54313U_201123_144913/83427823/ccs,NA,NA
32,m54313U_201123_144913/84083839/ccs,ENSMUSG00000066463,Omt2a
33,m54313U_201123_144913/84279702/ccs,ENSMUSG00000027454,Gins1
34,m54313U_201123_144913/84542422/ccs,ENSMUSG00000030352,Tspan9
35,m54313U_201123_144913/84608552/ccs,ENSMUSG00000021963,Sap18
36,m54313U_201123_144913/85066638/ccs,ENSMUSG00000038628,Polr3k
37,m54313U_201123_144913/86442078/ccs,ENSMUSG00000032346,Ooep
38,m54313U_201123_144913/86508304/ccs,ENSMUSG00000032872,Cyb5r4
39,m54313U_201123_144913/87362298/ccs,ENSMUSG00000048701,Ccdc6
40,m54313U_201123_144913/88803708/ccs,ENSMUSG00000053754,Chd8
41,m54313U_201123_144913/90767790/ccs,NA,NA
42,m54313U_201123_144913/91031464/ccs,ENSMUSG00000028843,Sh3bgrl3
43,m54313U_201123_144913/92210872/ccs,ENSMUSG00000069089,Cdk7
44,m54313U_201123_144913/92537505/ccs,NA,NA
45,m54313U_201123_144913/93259153/ccs,ENSMUSG00000009566,Fpgs
46,m54313U_201123_144913/94504764/ccs,NA,NA
47,m54313U_201123_144913/95750125/ccs,NA,NA
48,m54313U_201123_144913/96273805/ccs,ENSMUSG00000022889,Mrpl39
49,m54313U_201123_144913/96536555/ccs,NA,NA
50,m54313U_201123_144913/97255730/ccs,ENSMUSG00000019857,Asf1a
51,m54313U_201123_144913/97583765/ccs,ENSMUSG00000066150,Slc31a1
52,m54313U_201123_144913/98305673/ccs,ENSMUSG00000039477,Tnrc18
53,m54313U_201123_144913/98436392/ccs,ENSMUSG00000053565,Eif3k
54,m54313U_201123_144913/99943801/ccs,ENSMUSG00000061436,Hipk2
55,m54313U_201123_144913/100796066/ccs,NA,NA
56,m54313U_201123_144913/101451209/ccs,ENSMUSG00000039108,Lsm14b
57,m54313U_201123_144913/101517389/ccs,ENSMUSG00000029725,Ppp1r35
58,m54313U_201123_144913/103482144/ccs,NA,NA
59,m54313U_201123_144913/104661176/ccs,NA,NA
60,m54313U_201123_144913/106496657/ccs,NA,NA
61,m54313U_201123_144913/108593551/ccs,NA,NA
62,m54313U_201123_144913/108790158/ccs,ENSMUSG00000038014,Fam120a
63,m54313U_201123_144913/110691139/ccs,ENSMUSG00000029223,Uchl1
64,m54313U_201123_144913/110822455/ccs,ENSMUSG00000028034,Fubp1
65,m54313U_201123_144913/112003432/ccs,NA,NA
66,m54313U_201123_144913/112133827/ccs,NA,NA
67,m54313U_201123_144913/115016161/ccs,ENSMUSG00000006676,Usp19
68,m54313U_201123_144913/115476348/ccs,NA,NA
69,m54313U_201123_144913/116195901/ccs,NA,NA
70,m54313U_201123_144913/117048147/ccs,ENSMUSG00000026111,Unc50
71,m54313U_201123_144913/117768713/ccs,ENSMUSG00000036275,9530068E07Rik
72,m54313U_201123_144913/118884936/ccs,ENSMUSG00000051934,Spats2
73,m54313U_201123_144913/119013850/ccs,NA,NA
74,m54313U_201123_144913/119998951/ccs,ENSMUSG00000016626,Nlrp14
