,record_id,gene_id,gene_name
0,m54313U_201114_190654/78/ccs,ENSMUSG00000024425,Ndfip1
1,m54313U_201114_190654/153/ccs,NA,NA
2,m54313U_201114_190654/382/ccs,ENSMUSG00000066359,Tcl1b1
3,m54313U_201114_190654/957/ccs,ENSMUSG00000004947,Dtx2
4,m54313U_201114_190654/1480/ccs,ENSMUSG00000090891,D6Ertd527e
5,m54313U_201114_190654/2589/ccs,ENSMUSG00000007812,Zfp655
6,m54313U_201114_190654/2850/ccs,NA,NA
7,m54313U_201114_190654/65619/ccs,ENSMUSG00000038722,Bud31
8,m54313U_201114_190654/67059/ccs,ENSMUSG00000042793,Lgr6
9,m54313U_201114_190654/67616/ccs,ENSMUSG00000020075,Ddx21
10,m54313U_201114_190654/68192/ccs,ENSMUSG00000071657,Bscl2
11,m54313U_201114_190654/131393/ccs,ENSMUSG00000037857,Nufip2
12,m54313U_201114_190654/131856/ccs,ENSMUSG00000025130,P4hb
13,m54313U_201114_190654/132230/ccs,ENSMUSG00000022948,Setd4
14,m54313U_201114_190654/132897/ccs,NA,NA
15,m54313U_201114_190654/197985/ccs,ENSMUSG00000034252,Senp6
16,m54313U_201114_190654/198418/ccs,ENSMUSG00000009013,Dynll1
17,m54313U_201114_190654/262391/ccs,ENSMUSG00000026499,Acbd3
18,m54313U_201114_190654/262518/ccs,NA,NA
19,m54313U_201114_190654/263275/ccs,ENSMUSG00000042211,Fbxo38
20,m54313U_201114_190654/263328/ccs,ENSMUSG00000020571,Pdia6
21,m54313U_201114_190654/263658/ccs,ENSMUSG00000021395,Spin1
22,m54313U_201114_190654/264672/ccs,ENSMUSG00000055760,Gemin6
23,m54313U_201114_190654/264773/ccs,ENSMUSG00000096255,Dynlt1b
24,m54313U_201114_190654/264918/ccs,ENSMUSG00000040624,Plekhg1
25,m54313U_201114_190654/328204/ccs,NA,NA
26,m54313U_201114_190654/394989/ccs,NA,NA
27,m54313U_201114_190654/395577/ccs,ENSMUSG00000001175,Calm1
28,m54313U_201114_190654/459861/ccs,NA,NA
29,m54313U_201114_190654/460576/ccs,ENSMUSG00000032346,Ooep
30,m54313U_201114_190654/524748/ccs,ENSMUSG00000061104,Sap18b
31,m54313U_201114_190654/524937/ccs,ENSMUSG00000042279,H1f8
32,m54313U_201114_190654/525271/ccs,ENSMUSG00000028936,Rpl22
33,m54313U_201114_190654/525629/ccs,NA,NA
34,m54313U_201114_190654/525812/ccs,ENSMUSG00000021125,Arg2
35,m54313U_201114_190654/526496/ccs,NA,NA
36,m54313U_201114_190654/526793/ccs,NA,NA
37,m54313U_201114_190654/591683/ccs,NA,NA
38,m54313U_201114_190654/591884/ccs,ENSMUSG00000092622,Khdc3
39,m54313U_201114_190654/655492/ccs,NA,NA
40,m54313U_201114_190654/655529/ccs,ENSMUSG00000032314,Etfa
41,m54313U_201114_190654/656225/ccs,NA,NA
42,m54313U_201114_190654/656600/ccs,ENSMUSG00000074354,Arhgap20os
43,m54313U_201114_190654/656739/ccs,NA,NA
44,m54313U_201114_190654/657442/ccs,NA,NA
45,m54313U_201114_190654/657869/ccs,ENSMUSG00000004268,Emg1
46,m54313U_201114_190654/721877/ccs,NA,NA
47,m54313U_201114_190654/721944/ccs,NA,NA
48,m54313U_201114_190654/722954/ccs,ENSMUSG00000028121,Bcar3
49,m54313U_201114_190654/723037/ccs,ENSMUSG00000118341,Gm50252
50,m54313U_201114_190654/787706/ccs,ENSMUSG00000073294,AU022751
51,m54313U_201114_190654/788419/ccs,ENSMUSG00000109841,E330011O21Rik
52,m54313U_201114_190654/852881/ccs,ENSMUSG00000030849,Fgfr2
53,m54313U_201114_190654/853037/ccs,ENSMUSG00000032289,Thsd4
54,m54313U_201114_190654/853358/ccs,ENSMUSG00000030270,Cpne9
55,m54313U_201114_190654/853503/ccs,ENSMUSG00000024146,Cript
56,m54313U_201114_190654/853588/ccs,NA,NA
57,m54313U_201114_190654/853771/ccs,ENSMUSG00000093674,Rpl41
58,m54313U_201114_190654/854743/ccs,ENSMUSG00000044468,Tent5c
59,m54313U_201114_190654/919254/ccs,NA,NA
60,m54313U_201114_190654/919343/ccs,NA,NA
61,m54313U_201114_190654/919371/ccs,ENSMUSG00000029422,Rsrc2
62,m54313U_201114_190654/919436/ccs,NA,NA
63,m54313U_201114_190654/919812/ccs,NA,NA
64,m54313U_201114_190654/983185/ccs,ENSMUSG00000036114,Rpp25l
65,m54313U_201114_190654/984360/ccs,ENSMUSG00000044502,Bod1
66,m54313U_201114_190654/984691/ccs,ENSMUSG00000040043,Rbms2
67,m54313U_201114_190654/985677/ccs,ENSMUSG00000030647,Ndufc2
68,m54313U_201114_190654/1049223/ccs,ENSMUSG00000019039,Dalrd3
69,m54313U_201114_190654/1049536/ccs,ENSMUSG00000039842,Mcph1
70,m54313U_201114_190654/1049882/ccs,ENSMUSG00000018238,Gdf9
71,m54313U_201114_190654/1049983/ccs,ENSMUSG00000032289,Thsd4
72,m54313U_201114_190654/1050110/ccs,NA,NA
73,m54313U_201114_190654/1050841/ccs,ENSMUSG00000045291,E330021D16Rik
74,m54313U_201114_190654/1114251/ccs,ENSMUSG00000020038,Cry1
75,m54313U_201114_190654/1114579/ccs,NA,NA
76,m54313U_201114_190654/1115356/ccs,NA,NA
77,m54313U_201114_190654/1115828/ccs,ENSMUSG00000078578,Ube2d3
78,m54313U_201114_190654/1116311/ccs,ENSMUSG00000025979,Mob4
79,m54313U_201114_190654/1116417/ccs,ENSMUSG00000059291,Rpl11
80,m54313U_201114_190654/1116505/ccs,ENSMUSG00000039238,Zfp750
81,m54313U_201114_190654/1179755/ccs,ENSMUSG00000017715,Pgs1
82,m54313U_201114_190654/1182180/ccs,ENSMUSG00000038299,Wdr36
83,m54313U_201114_190654/1182284/ccs,ENSMUSG00000032485,Scap
84,m54313U_201114_190654/1245386/ccs,ENSMUSG00000000915,Hip1r
85,m54313U_201114_190654/1311385/ccs,NA,NA
86,m54313U_201114_190654/1311446/ccs,NA,NA
87,m54313U_201114_190654/1311634/ccs,ENSMUSG00000034525,Ice1
88,m54313U_201114_190654/1311680/ccs,ENSMUSG00000041857,Oosp1
89,m54313U_201114_190654/1311945/ccs,ENSMUSG00000002897,Il17ra
90,m54313U_201114_190654/1312240/ccs,ENSMUSG00000048232,Fbxo10
91,m54313U_201114_190654/1312536/ccs,NA,NA
92,m54313U_201114_190654/1313335/ccs,ENSMUSG00000025979,Mob4
93,m54313U_201114_190654/1376269/ccs,ENSMUSG00000011267,Zfp296
94,m54313U_201114_190654/1377154/ccs,ENSMUSG00000020794,Ube2g1
95,m54313U_201114_190654/1377429/ccs,ENSMUSG00000049092,Gpr137c
96,m54313U_201114_190654/1377441/ccs,ENSMUSG00000064090,Vrk2
97,m54313U_201114_190654/1377836/ccs,NA,NA
98,m54313U_201114_190654/1377877/ccs,NA,NA
99,m54313U_201114_190654/1378529/ccs,ENSMUSG00000034889,Cactin
100,m54313U_201114_190654/1379147/ccs,ENSMUSG00000008393,Carhsp1
101,m54313U_201114_190654/1441927/ccs,NA,NA
102,m54313U_201114_190654/1443420/ccs,NA,NA
103,m54313U_201114_190654/1443474/ccs,ENSMUSG00000017286,Glod4
104,m54313U_201114_190654/1443837/ccs,ENSMUSG00000041035,Gm17018
105,m54313U_201114_190654/1507910/ccs,NA,NA
