,record_id,gene_id,gene_name
0,m54313U_201123_144913/284/ccs,NA,NA
1,m54313U_201123_144913/284/ccs,NA,NA
2,m54313U_201123_144913/649/ccs,NA,NA
3,m54313U_201123_144913/994/ccs,ENSMUSG00000036499,Eea1
4,m54313U_201123_144913/1295/ccs,ENSMUSG00000029263,Pigg
5,m54313U_201123_144913/1776/ccs,ENSMUSG00000028822,Tmem50a
6,m54313U_201123_144913/2551/ccs,NA,NA
7,m54313U_201123_144913/67287/ccs,ENSMUSG00000056596,Trnp1
8,m54313U_201123_144913/67775/ccs,ENSMUSG00000071669,Snx29
9,m54313U_201123_144913/68230/ccs,NA,NA
10,m54313U_201123_144913/131478/ccs,ENSMUSG00000039307,Hexdc
11,m54313U_201123_144913/132211/ccs,NA,NA
12,m54313U_201123_144913/132334/ccs,ENSMUSG00000101585,1600010M07Rik
13,m54313U_201123_144913/197799/ccs,ENSMUSG00000050954,Zfp169
14,m54313U_201123_144913/198871/ccs,ENSMUSG00000025218,Poll
15,m54313U_201123_144913/199286/ccs,NA,NA
16,m54313U_201123_144913/199286/ccs,NA,NA
17,m54313U_201123_144913/263367/ccs,ENSMUSG00000003531,Dgcr6
18,m54313U_201123_144913/263798/ccs,ENSMUSG00000050608,Micos10
19,m54313U_201123_144913/263839/ccs,ENSMUSG00000027200,Sema6d
20,m54313U_201123_144913/328499/ccs,NA,NA
21,m54313U_201123_144913/394188/ccs,NA,NA
22,m54313U_201123_144913/394961/ccs,ENSMUSG00000047419,Cmya5
23,m54313U_201123_144913/395530/ccs,ENSMUSG00000022557,Bop1
24,m54313U_201123_144913/395707/ccs,NA,NA
25,m54313U_201123_144913/395808/ccs,ENSMUSG00000040614,Nlrp9c
26,m54313U_201123_144913/459218/ccs,ENSMUSG00000038750,Omt2b
27,m54313U_201123_144913/460717/ccs,ENSMUSG00000022678,Nde1
28,m54313U_201123_144913/461286/ccs,ENSMUSG00000056185,Snx32
29,m54313U_201123_144913/524633/ccs,ENSMUSG00000027630,Tbl1xr1
30,m54313U_201123_144913/524959/ccs,ENSMUSG00000034601,2700049A03Rik
31,m54313U_201123_144913/590168/ccs,NA,NA
32,m54313U_201123_144913/590168/ccs,NA,NA
33,m54313U_201123_144913/590532/ccs,NA,NA
34,m54313U_201123_144913/591752/ccs,ENSMUSG00000022003,Slc25a30
35,m54313U_201123_144913/655855/ccs,ENSMUSG00000032553,Srprb
36,m54313U_201123_144913/655881/ccs,ENSMUSG00000037406,Htra4
37,m54313U_201123_144913/656077/ccs,ENSMUSG00000074061,Fbxw19
38,m54313U_201123_144913/656349/ccs,NA,NA
39,m54313U_201123_144913/656830/ccs,ENSMUSG00000030282,Cmas
40,m54313U_201123_144913/723324/ccs,NA,NA
41,m54313U_201123_144913/852723/ccs,ENSMUSG00000001166,Oas1c
42,m54313U_201123_144913/854294/ccs,NA,NA
43,m54313U_201123_144913/854569/ccs,ENSMUSG00000029223,Uchl1
44,m54313U_201123_144913/854672/ccs,ENSMUSG00000003824,Syce2
45,m54313U_201123_144913/919144/ccs,ENSMUSG00000027387,Zc3h8
46,m54313U_201123_144913/919389/ccs,ENSMUSG00000045291,E330021D16Rik
47,m54313U_201123_144913/919737/ccs,NA,NA
48,m54313U_201123_144913/920389/ccs,ENSMUSG00000003037,Rab8a
49,m54313U_201123_144913/985226/ccs,ENSMUSG00000029614,Rpl6
50,m54313U_201123_144913/1050967/ccs,ENSMUSG00000034295,Fhod3
51,m54313U_201123_144913/1114361/ccs,ENSMUSG00000038770,Kpna7
52,m54313U_201123_144913/1115195/ccs,ENSMUSG00000037926,Ssh2
53,m54313U_201123_144913/1116649/ccs,ENSMUSG00000071658,Gng3
54,m54313U_201123_144913/1116915/ccs,ENSMUSG00000026672,Optn
55,m54313U_201123_144913/1182260/ccs,ENSMUSG00000052146,Rps10
56,m54313U_201123_144913/1245812/ccs,ENSMUSG00000021814,Anxa7
57,m54313U_201123_144913/1311755/ccs,NA,NA
58,m54313U_201123_144913/1311910/ccs,ENSMUSG00000035191,Rfpl4
59,m54313U_201123_144913/1313056/ccs,ENSMUSG00000041837,Pdcd7
60,m54313U_201123_144913/1442174/ccs,NA,NA
61,m54313U_201123_144913/1443236/ccs,ENSMUSG00000031767,Nudt7
62,m54313U_201123_144913/1444316/ccs,ENSMUSG00000073702,Rpl31
63,m54313U_201123_144913/1508120/ccs,NA,NA
64,m54313U_201123_144913/1509624/ccs,ENSMUSG00000021814,Anxa7
65,m54313U_201123_144913/1510145/ccs,ENSMUSG00000024663,Rab3il1
66,m54313U_201123_144913/1573396/ccs,ENSMUSG00000015869,Prpsap1
67,m54313U_201123_144913/1573863/ccs,ENSMUSG00000033099,Nol12
68,m54313U_201123_144913/1574564/ccs,NA,NA
69,m54313U_201123_144913/1575273/ccs,NA,NA
70,m54313U_201123_144913/1575705/ccs,ENSMUSG00000033036,Gm7879
71,m54313U_201123_144913/1638514/ccs,ENSMUSG00000032803,Cdv3
72,m54313U_201123_144913/1640187/ccs,ENSMUSG00000039844,Rapgef1
73,m54313U_201123_144913/1640866/ccs,ENSMUSG00000025381,Cnpy2
74,m54313U_201123_144913/1704327/ccs,ENSMUSG00000056820,Tsnax
75,m54313U_201123_144913/1704956/ccs,ENSMUSG00000087367,Gm15491
76,m54313U_201123_144913/1705556/ccs,ENSMUSG00000066359,Tcl1b1
77,m54313U_201123_144913/1705583/ccs,NA,NA
78,m54313U_201123_144913/1705674/ccs,NA,NA
79,m54313U_201123_144913/1706228/ccs,ENSMUSG00000020196,Cabin1
80,m54313U_201123_144913/1770483/ccs,ENSMUSG00000100198,1700030O20Rik
81,m54313U_201123_144913/1835206/ccs,ENSMUSG00000046756,Mrps7
82,m54313U_201123_144913/1835895/ccs,NA,NA
83,m54313U_201123_144913/1837537/ccs,ENSMUSG00000107086,Gm43808
84,m54313U_201123_144913/1837780/ccs,NA,NA
85,m54313U_201123_144913/1901909/ccs,ENSMUSG00000022090,Pdlim2
86,m54313U_201123_144913/1902259/ccs,ENSMUSG00000058799,Nap1l1
87,m54313U_201123_144913/1967679/ccs,NA,NA
88,m54313U_201123_144913/1968315/ccs,NA,NA
89,m54313U_201123_144913/1968666/ccs,ENSMUSG00000003868,Ruvbl2
90,m54313U_201123_144913/1968787/ccs,NA,NA
91,m54313U_201123_144913/2032641/ccs,ENSMUSG00000058392,Rrp1b
92,m54313U_201123_144913/2098576/ccs,NA,NA
93,m54313U_201123_144913/2099877/ccs,ENSMUSG00000024387,Csnk2b
94,m54313U_201123_144913/2162909/ccs,ENSMUSG00000042650,Alkbh5
95,m54313U_201123_144913/2164450/ccs,ENSMUSG00000004936,Map2k1
96,m54313U_201123_144913/2165348/ccs,NA,NA
97,m54313U_201123_144913/2165486/ccs,NA,NA
98,m54313U_201123_144913/2165489/ccs,ENSMUSG00000004070,Hmox2
99,m54313U_201123_144913/2230225/ccs,ENSMUSG00000096914,Galntl6
100,m54313U_201123_144913/2230768/ccs,ENSMUSG00000034311,Kif4
101,m54313U_201123_144913/2294349/ccs,NA,NA
102,m54313U_201123_144913/2296084/ccs,ENSMUSG00000041740,Rnf10
103,m54313U_201123_144913/2296294/ccs,NA,NA
104,m54313U_201123_144913/2359575/ccs,NA,NA
105,m54313U_201123_144913/2360985/ccs,NA,NA
106,m54313U_201123_144913/2361217/ccs,NA,NA
107,m54313U_201123_144913/2425329/ccs,NA,NA
108,m54313U_201123_144913/2425332/ccs,ENSMUSG00000024406,Pou5f1
109,m54313U_201123_144913/2425679/ccs,ENSMUSG00000029578,Wipi2
110,m54313U_201123_144913/2426522/ccs,NA,NA
111,m54313U_201123_144913/2426847/ccs,ENSMUSG00000021420,Fars2
112,m54313U_201123_144913/2427467/ccs,ENSMUSG00000039221,Rpl22l1
113,m54313U_201123_144913/2490907/ccs,ENSMUSG00000040084,Bub1b
114,m54313U_201123_144913/2491774/ccs,ENSMUSG00000050668,Gpatch11
