,record_id,gene_id,gene_name
0,m54313U_201124_160408/2778/ccs,ENSMUSG00000026490,Cdc42bpa
1,m54313U_201124_160408/66293/ccs,ENSMUSG00000103510,Gm30725
2,m54313U_201124_160408/68020/ccs,ENSMUSG00000028447,Dctn3
3,m54313U_201124_160408/132052/ccs,ENSMUSG00000015656,Hspa8
4,m54313U_201124_160408/132313/ccs,NA,NA
5,m54313U_201124_160408/132391/ccs,ENSMUSG00000004948,Zp3
6,m54313U_201124_160408/132765/ccs,NA,NA
7,m54313U_201124_160408/132976/ccs,ENSMUSG00000030269,Mtmr14
8,m54313U_201124_160408/133600/ccs,NA,NA
9,m54313U_201124_160408/133620/ccs,ENSMUSG00000029916,Agk
10,m54313U_201124_160408/198998/ccs,NA,NA
11,m54313U_201124_160408/263377/ccs,NA,NA
12,m54313U_201124_160408/263446/ccs,ENSMUSG00000063870,Chd4
13,m54313U_201124_160408/263612/ccs,ENSMUSG00000018238,Gdf9
14,m54313U_201124_160408/263641/ccs,NA,NA
15,m54313U_201124_160408/330112/ccs,NA,NA
16,m54313U_201124_160408/394369/ccs,NA,NA
17,m54313U_201124_160408/395264/ccs,ENSMUSG00000027364,Usp50
18,m54313U_201124_160408/395348/ccs,ENSMUSG00000026799,Med27
19,m54313U_201124_160408/459479/ccs,ENSMUSG00000024642,Tle4
20,m54313U_201124_160408/459607/ccs,NA,NA
21,m54313U_201124_160408/461358/ccs,ENSMUSG00000001403,Ube2c
22,m54313U_201124_160408/525965/ccs,NA,NA
23,m54313U_201124_160408/591164/ccs,ENSMUSG00000028126,Pip5k1a
24,m54313U_201124_160408/591401/ccs,NA,NA
25,m54313U_201124_160408/656278/ccs,ENSMUSG00000038679,Trps1
26,m54313U_201124_160408/656442/ccs,ENSMUSG00000032316,Clk3
27,m54313U_201124_160408/656989/ccs,ENSMUSG00000005621,Zfp592
28,m54313U_201124_160408/657482/ccs,ENSMUSG00000030246,Ldhb
29,m54313U_201124_160408/721025/ccs,NA,NA
30,m54313U_201124_160408/722071/ccs,ENSMUSG00000007476,Lrrc8a
