,record_id,gene_id,gene_name
0,m54313U_201113_175135/112/ccs,NA,NA
1,m54313U_201113_175135/1118/ccs,ENSMUSG00000030269,Mtmr14
2,m54313U_201113_175135/1134/ccs,ENSMUSG00000031691,Tnpo2
3,m54313U_201113_175135/1596/ccs,NA,NA
4,m54313U_201113_175135/1880/ccs,ENSMUSG00000020078,Vps26a
5,m54313U_201113_175135/2510/ccs,NA,NA
6,m54313U_201113_175135/65729/ccs,ENSMUSG00000029455,Aldh2
7,m54313U_201113_175135/65845/ccs,ENSMUSG00000020448,Rnf185
8,m54313U_201113_175135/66459/ccs,ENSMUSG00000018238,Gdf9
9,m54313U_201113_175135/67325/ccs,ENSMUSG00000042632,Pla2g6
10,m54313U_201113_175135/67981/ccs,NA,NA
11,m54313U_201113_175135/68102/ccs,ENSMUSG00000053253,Ndfip2
12,m54313U_201113_175135/131189/ccs,ENSMUSG00000022386,Trmu
13,m54313U_201113_175135/131667/ccs,ENSMUSG00000047866,Lonp2
14,m54313U_201113_175135/132295/ccs,ENSMUSG00000029416,Slc15a4
15,m54313U_201113_175135/132456/ccs,NA,NA
16,m54313U_201113_175135/132753/ccs,ENSMUSG00000055403,4933427D06Rik
17,m54313U_201113_175135/196796/ccs,ENSMUSG00000003429,Rps11
18,m54313U_201113_175135/197282/ccs,NA,NA
19,m54313U_201113_175135/197359/ccs,ENSMUSG00000019775,Rgs17
20,m54313U_201113_175135/197543/ccs,ENSMUSG00000026753,Ppp6c
21,m54313U_201113_175135/198000/ccs,ENSMUSG00000027566,Psma7
22,m54313U_201113_175135/199301/ccs,NA,NA
23,m54313U_201113_175135/262214/ccs,ENSMUSG00000001166,Oas1c
24,m54313U_201113_175135/262420/ccs,ENSMUSG00000057069,Ero1lb
25,m54313U_201113_175135/263938/ccs,NA,NA
26,m54313U_201113_175135/264687/ccs,ENSMUSG00000015837,Sqstm1
27,m54313U_201113_175135/264700/ccs,NA,NA
28,m54313U_201113_175135/328701/ccs,ENSMUSG00000027968,Larp7
29,m54313U_201113_175135/328932/ccs,ENSMUSG00000036513,Commd2
30,m54313U_201113_175135/329131/ccs,NA,NA
31,m54313U_201113_175135/393392/ccs,NA,NA
32,m54313U_201113_175135/393520/ccs,NA,NA
33,m54313U_201113_175135/393825/ccs,ENSMUSG00000074895,Eif4e1b
34,m54313U_201113_175135/394137/ccs,NA,NA
35,m54313U_201113_175135/394256/ccs,ENSMUSG00000090247,Bloc1s1
36,m54313U_201113_175135/394671/ccs,ENSMUSG00000042502,Cd2bp2
37,m54313U_201113_175135/394675/ccs,NA,NA
38,m54313U_201113_175135/394786/ccs,ENSMUSG00000032346,Ooep
39,m54313U_201113_175135/395091/ccs,NA,NA
40,m54313U_201113_175135/396042/ccs,ENSMUSG00000027510,Rbm38
41,m54313U_201113_175135/396058/ccs,ENSMUSG00000021361,Tmem14c
42,m54313U_201113_175135/458908/ccs,NA,NA
43,m54313U_201113_175135/459027/ccs,ENSMUSG00000074060,Fbxw15
44,m54313U_201113_175135/459748/ccs,ENSMUSG00000039640,Mrpl12
45,m54313U_201113_175135/460447/ccs,NA,NA
46,m54313U_201113_175135/524405/ccs,ENSMUSG00000068680,Gm10248
47,m54313U_201113_175135/525947/ccs,ENSMUSG00000062397,Zfp706
48,m54313U_201113_175135/526074/ccs,NA,NA
49,m54313U_201113_175135/526986/ccs,ENSMUSG00000068882,Ssb
50,m54313U_201113_175135/527048/ccs,ENSMUSG00000040813,Tex264
51,m54313U_201113_175135/527095/ccs,ENSMUSG00000021326,Trim27
52,m54313U_201113_175135/589863/ccs,ENSMUSG00000021248,Tmed10
53,m54313U_201113_175135/590444/ccs,ENSMUSG00000032191,Bcl2l10
54,m54313U_201113_175135/591007/ccs,ENSMUSG00000058407,Txndc9
55,m54313U_201113_175135/656661/ccs,ENSMUSG00000085079,Khdc1b
56,m54313U_201113_175135/656719/ccs,ENSMUSG00000042608,Stk40
57,m54313U_201113_175135/656927/ccs,ENSMUSG00000026127,Imp4
58,m54313U_201113_175135/657147/ccs,ENSMUSG00000048701,Ccdc6
59,m54313U_201113_175135/657969/ccs,ENSMUSG00000026748,Plxdc2
60,m54313U_201113_175135/721607/ccs,ENSMUSG00000035458,Tnni3
61,m54313U_201113_175135/722464/ccs,NA,NA
62,m54313U_201113_175135/722732/ccs,ENSMUSG00000025794,Rpl14
63,m54313U_201113_175135/723408/ccs,NA,NA
64,m54313U_201113_175135/787079/ccs,ENSMUSG00000032570,Atp2c1
65,m54313U_201113_175135/787165/ccs,ENSMUSG00000038871,Bpgm
66,m54313U_201113_175135/787443/ccs,ENSMUSG00000085079,Khdc1b
67,m54313U_201113_175135/788670/ccs,NA,NA
68,m54313U_201113_175135/788856/ccs,NA,NA
69,m54313U_201113_175135/788920/ccs,ENSMUSG00000027678,Ncoa3
70,m54313U_201113_175135/789010/ccs,ENSMUSG00000070732,Rbm44
71,m54313U_201113_175135/852013/ccs,ENSMUSG00000010095,Slc3a2
72,m54313U_201113_175135/853285/ccs,ENSMUSG00000049107,Ntf3
73,m54313U_201113_175135/853330/ccs,ENSMUSG00000059119,Nap1l4
74,m54313U_201113_175135/853753/ccs,ENSMUSG00000037553,Zdhhc18
75,m54313U_201113_175135/853924/ccs,ENSMUSG00000022434,Fam118a
76,m54313U_201113_175135/854184/ccs,ENSMUSG00000001855,Nup214
77,m54313U_201113_175135/854783/ccs,NA,NA
78,m54313U_201113_175135/854806/ccs,ENSMUSG00000024750,Zfand5
79,m54313U_201113_175135/919496/ccs,NA,NA
80,m54313U_201113_175135/919506/ccs,ENSMUSG00000075700,Selenot
81,m54313U_201113_175135/920366/ccs,NA,NA
82,m54313U_201113_175135/983080/ccs,ENSMUSG00000000346,Dazap2
83,m54313U_201113_175135/983573/ccs,ENSMUSG00000063935,Zar1
84,m54313U_201113_175135/983785/ccs,ENSMUSG00000053716,Dusp7
85,m54313U_201113_175135/984408/ccs,ENSMUSG00000049751,Rpl36al
86,m54313U_201113_175135/985390/ccs,ENSMUSG00000032232,Cgnl1
87,m54313U_201113_175135/985754/ccs,ENSMUSG00000005779,Psmb4
88,m54313U_201113_175135/985757/ccs,ENSMUSG00000035399,Oser1
89,m54313U_201113_175135/1048631/ccs,ENSMUSG00000020393,Kremen1
90,m54313U_201113_175135/1048722/ccs,ENSMUSG00000096276,Gm2042
91,m54313U_201113_175135/1048838/ccs,ENSMUSG00000029165,Agbl5
92,m54313U_201113_175135/1049138/ccs,ENSMUSG00000049571,Cfap46
93,m54313U_201113_175135/1049463/ccs,ENSMUSG00000033352,Map2k4
94,m54313U_201113_175135/1049544/ccs,ENSMUSG00000026933,Camsap1
95,m54313U_201113_175135/1049686/ccs,ENSMUSG00000074061,Fbxw19
96,m54313U_201113_175135/1049773/ccs,ENSMUSG00000027167,Elp4
97,m54313U_201113_175135/1051257/ccs,ENSMUSG00000056201,Cfl1
98,m54313U_201113_175135/1051283/ccs,ENSMUSG00000038000,Acd
99,m54313U_201113_175135/1114157/ccs,ENSMUSG00000029312,Klhl8
100,m54313U_201113_175135/1114462/ccs,ENSMUSG00000085079,Khdc1b
101,m54313U_201113_175135/1115649/ccs,ENSMUSG00000022982,Sod1
102,m54313U_201113_175135/1179745/ccs,ENSMUSG00000076434,Wfdc3
103,m54313U_201113_175135/1180162/ccs,ENSMUSG00000031631,Cfap97
104,m54313U_201113_175135/1181207/ccs,ENSMUSG00000063065,Mapk3
105,m54313U_201113_175135/1181475/ccs,NA,NA
106,m54313U_201113_175135/1181638/ccs,ENSMUSG00000035473,Galm
107,m54313U_201113_175135/1181667/ccs,ENSMUSG00000065979,Cpped1
108,m54313U_201113_175135/1181745/ccs,ENSMUSG00000019818,Cd164
109,m54313U_201113_175135/1245492/ccs,ENSMUSG00000027680,Fxr1
110,m54313U_201113_175135/1246044/ccs,ENSMUSG00000037949,Ano10
111,m54313U_201113_175135/1246378/ccs,ENSMUSG00000045896,Paip2b
112,m54313U_201113_175135/1247715/ccs,ENSMUSG00000032624,Eml4
113,m54313U_201113_175135/1247885/ccs,ENSMUSG00000020477,Mrps24
114,m54313U_201113_175135/1312687/ccs,NA,NA
115,m54313U_201113_175135/1313617/ccs,NA,NA
116,m54313U_201113_175135/1376455/ccs,ENSMUSG00000064037,Gpn1
117,m54313U_201113_175135/1376482/ccs,NA,NA
118,m54313U_201113_175135/1377912/ccs,ENSMUSG00000087230,Mroh3
119,m54313U_201113_175135/1378054/ccs,ENSMUSG00000028393,Alad
120,m54313U_201113_175135/1442785/ccs,ENSMUSG00000075002,Ftdc1
121,m54313U_201113_175135/1442871/ccs,ENSMUSG00000049624,Slc17a5
122,m54313U_201113_175135/1442909/ccs,ENSMUSG00000030269,Mtmr14
123,m54313U_201113_175135/1442959/ccs,ENSMUSG00000029312,Klhl8
124,m54313U_201113_175135/1444352/ccs,ENSMUSG00000027091,Zc3h15
125,m54313U_201113_175135/1507654/ccs,ENSMUSG00000022656,Nectin3
126,m54313U_201113_175135/1508143/ccs,ENSMUSG00000030246,Ldhb
127,m54313U_201113_175135/1508305/ccs,ENSMUSG00000018287,Spag7
128,m54313U_201113_175135/1508880/ccs,ENSMUSG00000005410,Mcm5
129,m54313U_201113_175135/1509032/ccs,ENSMUSG00000002871,Tpra1
130,m54313U_201113_175135/1509194/ccs,ENSMUSG00000030876,Mettl9
131,m54313U_201113_175135/1509610/ccs,ENSMUSG00000021221,Dpf3
132,m54313U_201113_175135/1573002/ccs,ENSMUSG00000004994,Ccdc130
133,m54313U_201113_175135/1573194/ccs,ENSMUSG00000029622,Arpc1b
134,m54313U_201113_175135/1573626/ccs,ENSMUSG00000006418,Rnf114
