,record_id,gene_id,gene_name
0,m54313U_201123_144913/1729/ccs,NA,NA
1,m54313U_201123_144913/65629/ccs,ENSMUSG00000022387,Brd1
2,m54313U_201123_144913/66755/ccs,ENSMUSG00000020381,Mrnip
3,m54313U_201123_144913/67036/ccs,ENSMUSG00000063882,Uqcrh
4,m54313U_201123_144913/67134/ccs,ENSMUSG00000045210,Vcpip1
5,m54313U_201123_144913/132845/ccs,ENSMUSG00000000278,Scpep1
6,m54313U_201123_144913/196828/ccs,ENSMUSG00000032290,Ptpn9
7,m54313U_201123_144913/198774/ccs,ENSMUSG00000074060,Fbxw15
8,m54313U_201123_144913/198998/ccs,ENSMUSG00000026646,Suv39h2
9,m54313U_201123_144913/263416/ccs,ENSMUSG00000001642,Akr1b3
10,m54313U_201123_144913/263569/ccs,ENSMUSG00000040888,Gfer
11,m54313U_201123_144913/263669/ccs,ENSMUSG00000002129,Sf3a1
12,m54313U_201123_144913/264011/ccs,NA,NA
13,m54313U_201123_144913/264992/ccs,NA,NA
14,m54313U_201123_144913/328418/ccs,ENSMUSG00000091060,Myocos
15,m54313U_201123_144913/329312/ccs,NA,NA
16,m54313U_201123_144913/394977/ccs,ENSMUSG00000031538,Plat
17,m54313U_201123_144913/395288/ccs,NA,NA
18,m54313U_201123_144913/395678/ccs,ENSMUSG00000047237,Fbxw21
19,m54313U_201123_144913/458884/ccs,ENSMUSG00000069678,Pcgf1
20,m54313U_201123_144913/460026/ccs,ENSMUSG00000024120,Lrpprc
21,m54313U_201123_144913/460411/ccs,ENSMUSG00000032264,Zw10
22,m54313U_201123_144913/524816/ccs,ENSMUSG00000020018,Snrpf
23,m54313U_201123_144913/524910/ccs,ENSMUSG00000017716,Birc5
24,m54313U_201123_144913/524939/ccs,ENSMUSG00000031482,Slc25a15
25,m54313U_201123_144913/525823/ccs,NA,NA
26,m54313U_201123_144913/525973/ccs,ENSMUSG00000033581,Igf2bp2
27,m54313U_201123_144913/526275/ccs,ENSMUSG00000018238,Gdf9
28,m54313U_201123_144913/590877/ccs,ENSMUSG00000027642,Rpn2
29,m54313U_201123_144913/590961/ccs,ENSMUSG00000020346,Mgat1
30,m54313U_201123_144913/656683/ccs,NA,NA
31,m54313U_201123_144913/657943/ccs,ENSMUSG00000031740,Mmp2
32,m54313U_201123_144913/721642/ccs,ENSMUSG00000108171,Gm43915
33,m54313U_201123_144913/723744/ccs,ENSMUSG00000020454,Eif4enif1
34,m54313U_201123_144913/786905/ccs,ENSMUSG00000038324,Trpc4ap
35,m54313U_201123_144913/788527/ccs,ENSMUSG00000026511,Srp9
36,m54313U_201123_144913/852983/ccs,ENSMUSG00000052026,Slc6a7
37,m54313U_201123_144913/853198/ccs,ENSMUSG00000021395,Spin1
38,m54313U_201123_144913/917931/ccs,ENSMUSG00000040935,Padi6
39,m54313U_201123_144913/919442/ccs,NA,NA
40,m54313U_201123_144913/985202/ccs,ENSMUSG00000031983,2310022B05Rik
41,m54313U_201123_144913/985524/ccs,NA,NA
42,m54313U_201123_144913/985858/ccs,ENSMUSG00000030189,Ybx3
43,m54313U_201123_144913/1049227/ccs,ENSMUSG00000039298,Cdk5rap2
44,m54313U_201123_144913/1049418/ccs,NA,NA
45,m54313U_201123_144913/1050797/ccs,ENSMUSG00000032803,Cdv3
46,m54313U_201123_144913/1050831/ccs,NA,NA
