,record_id,gene_id,gene_name
0,m54313U_201114_190654/67/ccs,NA,NA
1,m54313U_201114_190654/158/ccs,NA,NA
2,m54313U_201114_190654/237/ccs,NA,NA
3,m54313U_201114_190654/967/ccs,NA,NA
4,m54313U_201114_190654/1065/ccs,ENSMUSG00000085079,Khdc1b
5,m54313U_201114_190654/1211/ccs,ENSMUSG00000038406,Scaf1
6,m54313U_201114_190654/1550/ccs,ENSMUSG00000006134,Crkl
7,m54313U_201114_190654/1610/ccs,ENSMUSG00000027597,Ahcy
8,m54313U_201114_190654/2000/ccs,ENSMUSG00000029790,Cep41
9,m54313U_201114_190654/2465/ccs,NA,NA
10,m54313U_201114_190654/2789/ccs,NA,NA
11,m54313U_201114_190654/65924/ccs,ENSMUSG00000031059,Ndufb11
12,m54313U_201114_190654/66230/ccs,NA,NA
13,m54313U_201114_190654/66244/ccs,ENSMUSG00000024622,Hmgxb3
14,m54313U_201114_190654/66684/ccs,NA,NA
15,m54313U_201114_190654/66837/ccs,NA,NA
16,m54313U_201114_190654/66939/ccs,NA,NA
17,m54313U_201114_190654/66974/ccs,ENSMUSG00000031533,Mrps31
18,m54313U_201114_190654/67413/ccs,ENSMUSG00000059070,Rpl18
19,m54313U_201114_190654/67540/ccs,ENSMUSG00000049313,Sorl1
20,m54313U_201114_190654/67541/ccs,ENSMUSG00000019988,Nedd1
21,m54313U_201114_190654/68190/ccs,ENSMUSG00000030201,Lrp6
22,m54313U_201114_190654/131139/ccs,ENSMUSG00000020083,Fam241b
23,m54313U_201114_190654/131316/ccs,ENSMUSG00000046262,C87977
24,m54313U_201114_190654/131415/ccs,ENSMUSG00000025477,Inpp5a
25,m54313U_201114_190654/131469/ccs,ENSMUSG00000002395,Use1
26,m54313U_201114_190654/132345/ccs,NA,NA
27,m54313U_201114_190654/133164/ccs,NA,NA
28,m54313U_201114_190654/133164/ccs,NA,NA
29,m54313U_201114_190654/133252/ccs,ENSMUSG00000063972,Nr6a1
30,m54313U_201114_190654/133425/ccs,NA,NA
31,m54313U_201114_190654/133800/ccs,ENSMUSG00000025159,Mms19
32,m54313U_201114_190654/133834/ccs,ENSMUSG00000022833,Ccdc14
33,m54313U_201114_190654/133884/ccs,NA,NA
34,m54313U_201114_190654/133896/ccs,NA,NA
35,m54313U_201114_190654/196645/ccs,ENSMUSG00000052212,Cd177
36,m54313U_201114_190654/196802/ccs,ENSMUSG00000040268,Plekha1
