,record_id,gene_id,gene_name
0,m54313U_200903_184952/853022/ccs,ENSMUSG00000026730,Pter
1,m54313U_200903_184952/853096/ccs,ENSMUSG00000037544,Dlgap5
2,m54313U_200903_184952/1247433/ccs,NA,NA
3,m54313U_200903_184952/1575772/ccs,ENSMUSG00000035629,Rubcn
4,m54313U_200903_184952/1771805/ccs,ENSMUSG00000060450,Rnf14
5,m54313U_200903_184952/1967564/ccs,ENSMUSG00000018238,Gdf9
6,m54313U_200903_184952/2361196/ccs,ENSMUSG00000023353,Agap3
7,m54313U_200903_184952/2427525/ccs,ENSMUSG00000007050,Lsm2
8,m54313U_200903_184952/2556080/ccs,ENSMUSG00000029465,Arpc3
9,m54313U_200903_184952/2558566/ccs,ENSMUSG00000061130,Ppm1b
10,m54313U_200903_184952/2752913/ccs,ENSMUSG00000028936,Rpl22
11,m54313U_200903_184952/2886048/ccs,ENSMUSG00000021963,Sap18
12,m54313U_200903_184952/3408054/ccs,NA,NA
13,m54313U_200903_184952/3408721/ccs,ENSMUSG00000051920,Rspo2
14,m54313U_200903_184952/3541340/ccs,ENSMUSG00000029223,Uchl1
15,m54313U_200903_184952/3736234/ccs,NA,NA
16,m54313U_200903_184952/5507478/ccs,ENSMUSG00000069041,Slc25a31
17,m54313U_200903_184952/5507887/ccs,ENSMUSG00000078974,Sec61g
18,m54313U_200903_184952/26215887/ccs,NA,NA
19,m54313U_200903_184952/26542164/ccs,NA,NA
20,m54313U_200903_184952/26610323/ccs,ENSMUSG00000049164,Zfp518a
21,m54313U_200903_184952/26871486/ccs,ENSMUSG00000003824,Syce2
22,m54313U_200903_184952/27592667/ccs,ENSMUSG00000026383,Epb41l5
23,m54313U_200903_184952/27657600/ccs,NA,NA
24,m54313U_200903_184952/27723908/ccs,ENSMUSG00000071657,Bscl2
25,m54313U_200903_184952/27920895/ccs,NA,NA
26,m54313U_200903_184952/28838006/ccs,ENSMUSG00000058230,Arhgap35
27,m54313U_200903_184952/29100751/ccs,ENSMUSG00000073294,AU022751
28,m54313U_200903_184952/29295391/ccs,ENSMUSG00000020415,Pttg1
29,m54313U_200903_184952/29296432/ccs,NA,NA
30,m54313U_200903_184952/29428444/ccs,ENSMUSG00000025235,Bbs4
31,m54313U_200903_184952/29624199/ccs,ENSMUSG00000054310,Obox1
32,m54313U_200903_184952/30672474/ccs,ENSMUSG00000027306,Nusap1
33,m54313U_200903_184952/30867725/ccs,NA,NA
34,m54313U_200903_184952/31066775/ccs,NA,NA
35,m54313U_200903_184952/31130521/ccs,NA,NA
36,m54313U_200903_184952/31263542/ccs,NA,NA
37,m54313U_200903_184952/31588643/ccs,ENSMUSG00000055403,4933427D06Rik
38,m54313U_200903_184952/31852469/ccs,ENSMUSG00000085079,Khdc1b
39,m54313U_200903_184952/32507447/ccs,NA,NA
