,record_id,gene_id,gene_name
0,m54313U_201114_190654/131/ccs,NA,NA
1,m54313U_201114_190654/285/ccs,NA,NA
2,m54313U_201114_190654/863/ccs,NA,NA
3,m54313U_201114_190654/913/ccs,ENSMUSG00000036309,Skp1a
4,m54313U_201114_190654/990/ccs,ENSMUSG00000001642,Akr1b3
5,m54313U_201114_190654/1069/ccs,NA,NA
6,m54313U_201114_190654/1316/ccs,ENSMUSG00000031353,Rbbp7
7,m54313U_201114_190654/1436/ccs,ENSMUSG00000074513,Arfip1
8,m54313U_201114_190654/1855/ccs,ENSMUSG00000006782,Cnp
9,m54313U_201114_190654/1980/ccs,NA,NA
10,m54313U_201114_190654/2198/ccs,NA,NA
11,m54313U_201114_190654/2444/ccs,ENSMUSG00000044468,Tent5c
12,m54313U_201114_190654/2649/ccs,ENSMUSG00000045294,Insig1
13,m54313U_201114_190654/2846/ccs,NA,NA
14,m54313U_201114_190654/65813/ccs,ENSMUSG00000046323,Dppa3
15,m54313U_201114_190654/65814/ccs,NA,NA
16,m54313U_201114_190654/65823/ccs,ENSMUSG00000020124,Usp15
17,m54313U_201114_190654/66256/ccs,ENSMUSG00000063576,Klhdc3
18,m54313U_201114_190654/66394/ccs,NA,NA
19,m54313U_201114_190654/66864/ccs,ENSMUSG00000025050,Pcgf6
20,m54313U_201114_190654/66928/ccs,NA,NA
21,m54313U_201114_190654/66962/ccs,ENSMUSG00000003135,Cnot11
22,m54313U_201114_190654/67009/ccs,ENSMUSG00000029223,Uchl1
23,m54313U_201114_190654/67488/ccs,ENSMUSG00000011632,Pinlyp
24,m54313U_201114_190654/67537/ccs,ENSMUSG00000026655,Fam107b
25,m54313U_201114_190654/68078/ccs,NA,NA
26,m54313U_201114_190654/131103/ccs,NA,NA
27,m54313U_201114_190654/131540/ccs,NA,NA
28,m54313U_201114_190654/131544/ccs,ENSMUSG00000021962,Dcp1a
29,m54313U_201114_190654/131614/ccs,NA,NA
30,m54313U_201114_190654/131833/ccs,ENSMUSG00000044221,Grsf1
31,m54313U_201114_190654/131930/ccs,ENSMUSG00000038925,E330034G19Rik
32,m54313U_201114_190654/131955/ccs,ENSMUSG00000021374,Nup153
33,m54313U_201114_190654/132128/ccs,ENSMUSG00000023066,Rttn
34,m54313U_201114_190654/132145/ccs,NA,NA
35,m54313U_201114_190654/132171/ccs,ENSMUSG00000009549,Srp14
36,m54313U_201114_190654/132443/ccs,NA,NA
37,m54313U_201114_190654/132620/ccs,NA,NA
38,m54313U_201114_190654/132672/ccs,ENSMUSG00000078365,Mos
39,m54313U_201114_190654/133144/ccs,NA,NA
40,m54313U_201114_190654/133169/ccs,ENSMUSG00000074060,Fbxw15
41,m54313U_201114_190654/133176/ccs,ENSMUSG00000042066,Tmcc2
42,m54313U_201114_190654/133188/ccs,NA,NA
43,m54313U_201114_190654/133362/ccs,ENSMUSG00000075470,Alg10b
44,m54313U_201114_190654/133440/ccs,ENSMUSG00000020362,Cnot6
45,m54313U_201114_190654/133684/ccs,NA,NA
46,m54313U_201114_190654/133701/ccs,ENSMUSG00000042417,Ccno
47,m54313U_201114_190654/133869/ccs,NA,NA
48,m54313U_201114_190654/133905/ccs,ENSMUSG00000054134,Umodl1
49,m54313U_201114_190654/196643/ccs,ENSMUSG00000037926,Ssh2
50,m54313U_201114_190654/196970/ccs,ENSMUSG00000033760,Rbm4b
51,m54313U_201114_190654/197141/ccs,ENSMUSG00000040407,Akap9
52,m54313U_201114_190654/197300/ccs,NA,NA
53,m54313U_201114_190654/197350/ccs,NA,NA
54,m54313U_201114_190654/197360/ccs,ENSMUSG00000015365,Mov10l1
55,m54313U_201114_190654/197541/ccs,ENSMUSG00000020737,Jpt1
56,m54313U_201114_190654/197545/ccs,ENSMUSG00000042426,Dhx29
57,m54313U_201114_190654/197608/ccs,NA,NA
58,m54313U_201114_190654/198148/ccs,ENSMUSG00000029223,Uchl1
59,m54313U_201114_190654/198659/ccs,ENSMUSG00000057963,Itpk1
60,m54313U_201114_190654/198797/ccs,ENSMUSG00000055895,Oosp2
61,m54313U_201114_190654/199236/ccs,ENSMUSG00000020652,Cenpo
62,m54313U_201114_190654/199438/ccs,ENSMUSG00000019505,Ubb
63,m54313U_201114_190654/199512/ccs,ENSMUSG00000029093,Sorcs2
64,m54313U_201114_190654/262214/ccs,ENSMUSG00000020083,Fam241b
65,m54313U_201114_190654/262265/ccs,ENSMUSG00000032745,Gpbp1
66,m54313U_201114_190654/262349/ccs,ENSMUSG00000045291,E330021D16Rik
67,m54313U_201114_190654/262570/ccs,ENSMUSG00000031767,Nudt7
68,m54313U_201114_190654/262661/ccs,ENSMUSG00000035191,Rfpl4
69,m54313U_201114_190654/262690/ccs,NA,NA
70,m54313U_201114_190654/262900/ccs,ENSMUSG00000020918,Kat2a
71,m54313U_201114_190654/263180/ccs,ENSMUSG00000064326,Siva1
72,m54313U_201114_190654/263237/ccs,NA,NA
73,m54313U_201114_190654/263272/ccs,NA,NA
74,m54313U_201114_190654/263288/ccs,NA,NA
75,m54313U_201114_190654/263336/ccs,ENSMUSG00000022234,Cct5
76,m54313U_201114_190654/263664/ccs,ENSMUSG00000040652,Oaz2
77,m54313U_201114_190654/263674/ccs,NA,NA
78,m54313U_201114_190654/263751/ccs,ENSMUSG00000024589,Nedd4l
79,m54313U_201114_190654/264141/ccs,NA,NA
80,m54313U_201114_190654/264261/ccs,ENSMUSG00000002222,Rmnd5a
81,m54313U_201114_190654/264528/ccs,NA,NA
82,m54313U_201114_190654/264602/ccs,NA,NA
83,m54313U_201114_190654/264645/ccs,NA,NA
84,m54313U_201114_190654/264917/ccs,NA,NA
85,m54313U_201114_190654/328070/ccs,ENSMUSG00000032867,Fbxw8
86,m54313U_201114_190654/328354/ccs,ENSMUSG00000027330,Cdc25b
87,m54313U_201114_190654/328364/ccs,ENSMUSG00000029110,Rnf4
88,m54313U_201114_190654/328468/ccs,NA,NA
89,m54313U_201114_190654/328474/ccs,ENSMUSG00000029594,Rbm19
90,m54313U_201114_190654/328592/ccs,NA,NA
91,m54313U_201114_190654/328709/ccs,NA,NA
92,m54313U_201114_190654/328710/ccs,ENSMUSG00000029012,Orc5
93,m54313U_201114_190654/328804/ccs,NA,NA
94,m54313U_201114_190654/328970/ccs,ENSMUSG00000020935,Dcakd
95,m54313U_201114_190654/329016/ccs,ENSMUSG00000023919,Cenpq
96,m54313U_201114_190654/329033/ccs,NA,NA
97,m54313U_201114_190654/329188/ccs,NA,NA
98,m54313U_201114_190654/329398/ccs,ENSMUSG00000060373,Hnrnpc
99,m54313U_201114_190654/329560/ccs,ENSMUSG00000020755,Sap30bp
100,m54313U_201114_190654/329709/ccs,ENSMUSG00000029538,Srsf9
101,m54313U_201114_190654/329749/ccs,ENSMUSG00000018238,Gdf9
102,m54313U_201114_190654/330454/ccs,ENSMUSG00000004952,Rasa4
103,m54313U_201114_190654/330462/ccs,NA,NA
104,m54313U_201114_190654/330481/ccs,ENSMUSG00000027552,E2f5
105,m54313U_201114_190654/330483/ccs,ENSMUSG00000005698,Ctcf
106,m54313U_201114_190654/330584/ccs,ENSMUSG00000041890,Git2
107,m54313U_201114_190654/393446/ccs,ENSMUSG00000004099,Dnmt1
