,record_id,gene_id,gene_name
0,m54313U_201113_175135/943/ccs,ENSMUSG00000027652,Ralgapb
1,m54313U_201113_175135/1281/ccs,ENSMUSG00000063410,Stk24
2,m54313U_201113_175135/1605/ccs,NA,NA
3,m54313U_201113_175135/1760/ccs,ENSMUSG00000029695,Aass
4,m54313U_201113_175135/65906/ccs,ENSMUSG00000049107,Ntf3
5,m54313U_201113_175135/131162/ccs,NA,NA
6,m54313U_201113_175135/131552/ccs,ENSMUSG00000033318,Gstt2
7,m54313U_201113_175135/133355/ccs,ENSMUSG00000022350,Washc5
8,m54313U_201113_175135/197048/ccs,NA,NA
9,m54313U_201113_175135/198787/ccs,NA,NA
10,m54313U_201113_175135/198967/ccs,ENSMUSG00000067288,Rps28
11,m54313U_201113_175135/199391/ccs,NA,NA
12,m54313U_201113_175135/263637/ccs,ENSMUSG00000029128,Rab28
13,m54313U_201113_175135/264573/ccs,ENSMUSG00000004642,Slbp
14,m54313U_201113_175135/327907/ccs,ENSMUSG00000004113,Cacna1b
15,m54313U_201113_175135/327920/ccs,ENSMUSG00000037296,Lsm1
16,m54313U_201113_175135/328642/ccs,NA,NA
17,m54313U_201113_175135/328683/ccs,NA,NA
18,m54313U_201113_175135/394194/ccs,ENSMUSG00000050973,Gdpgp1
19,m54313U_201113_175135/394782/ccs,ENSMUSG00000029322,Plac8
20,m54313U_201113_175135/394892/ccs,NA,NA
21,m54313U_201113_175135/395432/ccs,ENSMUSG00000018238,Gdf9
22,m54313U_201113_175135/459287/ccs,NA,NA
23,m54313U_201113_175135/459753/ccs,ENSMUSG00000027884,Clcc1
24,m54313U_201113_175135/460160/ccs,ENSMUSG00000031433,Rbm41
25,m54313U_201113_175135/461375/ccs,NA,NA
26,m54313U_201113_175135/524868/ccs,ENSMUSG00000028187,Rpf1
27,m54313U_201113_175135/590661/ccs,ENSMUSG00000027652,Ralgapb
28,m54313U_201113_175135/590841/ccs,ENSMUSG00000030982,Vps35l
29,m54313U_201113_175135/592561/ccs,ENSMUSG00000005698,Ctcf
30,m54313U_201113_175135/592668/ccs,NA,NA
31,m54313U_201113_175135/655867/ccs,ENSMUSG00000030486,Zfp108
32,m54313U_201113_175135/721153/ccs,NA,NA
33,m54313U_201113_175135/721357/ccs,ENSMUSG00000019843,Fyn
34,m54313U_201113_175135/722392/ccs,ENSMUSG00000016626,Nlrp14
35,m54313U_201113_175135/723440/ccs,ENSMUSG00000060739,Nsa2
36,m54313U_201113_175135/723474/ccs,ENSMUSG00000091358,Speer5-ps1
37,m54313U_201113_175135/852694/ccs,ENSMUSG00000046694,Tent5b
38,m54313U_201113_175135/854586/ccs,ENSMUSG00000023272,Creld2
39,m54313U_201113_175135/917629/ccs,NA,NA
40,m54313U_201113_175135/918592/ccs,NA,NA
41,m54313U_201113_175135/919180/ccs,NA,NA
42,m54313U_201113_175135/983505/ccs,ENSMUSG00000099908,Gm28539
43,m54313U_201113_175135/985801/ccs,ENSMUSG00000053559,Smagp
